state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,5211,5211,527,50
Illinois,17,0,0,1473,0
California,06,0,0,8820,0
Arizona,04,7236,7236,2966,189
Massachusetts,25,11770,11770,351,9
Wisconsin,55,4273,4273,187,48
Texas,48,0,0,10893,0
Nebraska,31,1522,1522,125,14
Utah,49,2150,2150,249,15
Oregon,41,1433,1433,231,27
Florida,12,22991,22991,9422,403
New York,36,89995,89995,706,0
Rhode Island,44,2137,2137,67,10
Georgia,13,16353,16353,3157,431
New Hampshire,33,680,680,24,3
North Carolina,37,0,0,1188,0
New Jersey,34,21184,21184,869,0
Colorado,08,6149,6149,356,16
Maryland,24,12037,12037,528,40
Nevada,32,0,0,1136,0
Tennessee,47,4016,4016,1465,109
Hawaii,15,154,154,39,3
Indiana,18,8066,8066,869,46
Kentucky,21,2921,2921,581,7
Minnesota,27,4818,4818,282,47
Oklahoma,40,2596,2596,607,56
Pennsylvania,42,0,0,736,0
South Carolina,45,4498,4498,1723,0
District of Columbia,11,0,0,91,0
Kansas,20,1545,1545,0,0
Missouri,29,0,0,875,0
Vermont,50,0,0,12,0
Virginia,51,7437,7437,1218,86
Connecticut,09,10712,10712,72,58
Iowa,19,0,0,232,0
Louisiana,22,0,0,1585,0
Ohio,39,9968,9968,1105,104
Michigan,26,0,0,680,0
South Dakota,46,792,792,50,2
Arkansas,05,2361,2361,480,44
Delaware,10,0,0,56,0
Mississippi,28,3878,3878,1207,34
New Mexico,35,2500,2500,167,30
North Dakota,38,322,322,57,5
Wyoming,56,153,153,15,1
Alaska,02,124,124,36,6
Maine,23,378,378,12,1
Alabama,01,8995,8995,1561,457
Idaho,16,674,674,188,18
Montana,30,183,183,54,4
West Virginia,54,0,0,88,0
