state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,17037,17037,916,98
Illinois,17,0,0,3121,0
California,06,0,0,19293,0
Arizona,04,49963,49963,4442,361
Massachusetts,25,17556,17556,2055,0
Wisconsin,55,23625,23625,785,89
Texas,48,0,0,13309,0
Nebraska,31,5670,5670,414,23
Utah,49,12948,12948,548,64
Oregon,41,7469,7469,342,43
Florida,12,71037,71037,6711,270
New York,36,89995,89995,8802,0
Rhode Island,44,7844,7844,352,0
Georgia,13,48270,48270,5370,320
New Hampshire,33,992,992,229,3
North Carolina,37,0,0,3416,0
New Jersey,34,59264,59264,3236,3909
Colorado,08,21219,21219,716,73
Maryland,24,30866,30866,1717,169
Nevada,32,0,0,1499,0
Tennessee,47,16481,16481,2396,59
Hawaii,15,2014,2014,84,0
Indiana,18,39396,39396,2134,154
Kentucky,21,15855,15855,1604,95
Minnesota,27,23865,23865,543,98
Oklahoma,40,20849,20849,1595,157
Pennsylvania,42,0,0,3997,0
South Carolina,45,17164,17164,2224,137
District of Columbia,11,0,0,256,0
Kansas,20,8041,8041,708,0
Missouri,29,0,0,2264,0
Vermont,50,0,0,49,0
Virginia,51,20654,20654,2927,110
Connecticut,09,12257,12257,1058,0
Iowa,19,0,0,419,0
Louisiana,22,0,0,1747,0
Ohio,39,44685,44685,3117,166
Michigan,26,0,0,1843,0
South Dakota,46,6177,6177,172,18
Arkansas,05,13250,13250,1094,120
Delaware,10,0,0,401,0
Mississippi,28,8546,8546,1102,0
New Mexico,35,11457,11457,627,45
North Dakota,38,3739,3739,50,3
Wyoming,56,1251,1251,75,0
Alaska,02,1184,1184,56,0
Maine,23,1322,1322,185,13
Alabama,01,40514,40514,2258,0
Idaho,16,6464,6464,252,24
Montana,30,4112,4112,141,31
West Virginia,54,0,0,624,0
