state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,13235,13235,1231,161
Illinois,17,0,0,4690,0
California,06,0,0,16965,0
Arizona,04,32293,32293,3931,442
Massachusetts,25,15372,15372,1874,0
Wisconsin,55,19930,19930,1330,145
Texas,48,0,0,9709,0
Nebraska,31,4930,4930,602,22
Utah,49,9883,9883,549,92
Oregon,41,5745,5745,587,66
Florida,12,60392,60392,5172,315
New York,36,89995,89995,6081,0
Rhode Island,44,5822,5822,459,56
Georgia,13,39064,39064,3691,346
New Hampshire,33,881,881,273,4
North Carolina,37,0,0,2824,0
New Jersey,34,44889,44889,3582,287
Colorado,08,17020,17020,1476,316
Maryland,24,24310,24310,1686,174
Nevada,32,0,0,1951,0
Tennessee,47,13626,13626,3099,89
Hawaii,15,1655,1655,52,7
Indiana,18,32042,32042,3065,222
Kentucky,21,12184,12184,1712,55
Minnesota,27,20323,20323,1144,151
Oklahoma,40,14970,14970,1733,149
Pennsylvania,42,0,0,6147,0
South Carolina,45,13267,13267,1460,88
District of Columbia,11,0,0,249,0
Kansas,20,6175,6175,688,125
Missouri,29,0,0,2616,0
Vermont,50,0,0,29,0
Virginia,51,16684,16684,2409,181
Connecticut,09,12257,12257,1167,0
Iowa,19,0,0,701,0
Louisiana,22,0,0,1547,0
Ohio,39,34143,34143,4940,398
Michigan,26,0,0,3284,0
South Dakota,46,5348,5348,387,31
Arkansas,05,10430,10430,1073,73
Delaware,10,0,0,407,0
Mississippi,28,7901,7901,1318,0
New Mexico,35,8571,8571,889,163
North Dakota,38,3349,3349,144,276
Wyoming,56,1001,1001,157,18
Alaska,02,928,928,142,7
Maine,23,965,965,191,7
Alabama,01,30224,30224,2447,665
Idaho,16,5021,5021,467,56
Montana,30,3226,3226,275,27
West Virginia,54,0,0,753,0
