state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,17706,17706,797,163
Illinois,17,0,0,2467,0
California,06,0,0,15676,0
Arizona,04,52764,52764,3664,758
Massachusetts,25,18008,18008,1676,0
Wisconsin,55,24298,24298,680,55
Texas,48,0,0,11220,0
Nebraska,31,5804,5804,320,8
Utah,49,13468,13468,519,41
Oregon,41,7738,7738,320,0
Florida,12,73384,73384,6101,164
New York,36,89995,89995,7976,0
Rhode Island,44,8179,8179,324,0
Georgia,13,50237,50237,4476,105
New Hampshire,33,1037,1037,200,4
North Carolina,37,0,0,2782,0
New Jersey,34,60544,60544,2901,73
Colorado,08,21833,21833,652,21
Maryland,24,32055,32055,1471,167
Nevada,32,0,0,1242,0
Tennessee,47,17120,17120,1699,28
Hawaii,15,2067,2067,73,0
Indiana,18,40348,40348,1584,82
Kentucky,21,16687,16687,1327,28
Minnesota,27,24308,24308,450,39
Oklahoma,40,21921,21921,1184,153
Pennsylvania,42,0,0,3370,0
South Carolina,45,18090,18090,1841,102
District of Columbia,11,0,0,251,0
Kansas,20,8417,8417,550,0
Missouri,29,0,0,1908,0
Vermont,50,0,0,68,0
Virginia,51,21409,21409,2516,32
Connecticut,09,12257,12257,985,0
Iowa,19,0,0,358,0
Louisiana,22,0,0,1416,0
Ohio,39,46215,46215,2441,80
Michigan,26,0,0,1479,0
South Dakota,46,6290,6290,125,4
Arkansas,05,13610,13610,913,11
Delaware,10,0,0,315,0
Mississippi,28,8647,8647,953,0
New Mexico,35,12075,12075,479,28
North Dakota,38,3780,3780,50,2
Wyoming,56,1284,1284,54,5
Alaska,02,1205,1205,42,0
Maine,23,1390,1390,160,4
Alabama,01,41859,41859,1884,0
Idaho,16,6674,6674,225,15
Montana,30,4245,4245,101,-1
West Virginia,54,0,0,456,0
