state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,17892,17892,838,80
Illinois,17,0,0,2469,0
California,06,0,0,14578,0
Arizona,04,53432,53432,3456,283
Massachusetts,25,18402,18402,1635,394
Wisconsin,55,24554,24554,655,94
Texas,48,0,0,10827,0
Nebraska,31,5844,5844,305,12
Utah,49,13648,13648,413,72
Oregon,41,7854,7854,291,58
Florida,12,74383,74383,5824,422
New York,36,89995,89995,8082,0
Rhode Island,44,8369,8369,298,38
Georgia,13,50953,50953,4335,268
New Hampshire,33,1042,1042,207,6
North Carolina,37,0,0,2706,0
New Jersey,34,60984,60984,2986,162
Colorado,08,22117,22117,572,121
Maryland,24,32406,32406,1485,115
Nevada,32,0,0,1145,0
Tennessee,47,17362,17362,1638,86
Hawaii,15,2096,2096,55,6
Indiana,18,40667,40667,1582,97
Kentucky,21,17010,17010,1340,196
Minnesota,27,24493,24493,379,46
Oklahoma,40,22167,22167,1048,171
Pennsylvania,42,0,0,3224,0
South Carolina,45,18324,18324,1760,178
District of Columbia,11,0,0,237,0
Kansas,20,8578,8578,526,89
Missouri,29,0,0,1680,0
Vermont,50,0,0,54,0
Virginia,51,21638,21638,2545,122
Connecticut,09,12257,12257,874,0
Iowa,19,0,0,382,0
Louisiana,22,0,0,1386,0
Ohio,39,46873,46873,2379,214
Michigan,26,0,0,1376,0
South Dakota,46,6321,6321,133,17
Arkansas,05,13813,13813,884,83
Delaware,10,0,0,332,0
Mississippi,28,8777,8777,930,0
New Mexico,35,12247,12247,476,62
North Dakota,38,3794,3794,42,5
Wyoming,56,1293,1293,47,4
Alaska,02,1213,1213,42,4
Maine,23,1410,1410,158,7
Alabama,01,42727,42727,1777,399
Idaho,16,6732,6732,157,30
Montana,30,4307,4307,121,34
West Virginia,54,0,0,456,0
