state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,10759,10759,989,96
Illinois,17,0,0,5849,0
California,06,0,0,8578,0
Arizona,04,25786,25786,2513,218
Massachusetts,25,14139,14139,1174,0
Wisconsin,55,17095,17095,1845,96
Texas,48,0,0,8900,0
Nebraska,31,4277,4277,896,31
Utah,49,8135,8135,573,59
Oregon,41,4343,4343,569,0
Florida,12,55554,55554,4159,161
New York,36,89995,89995,3532,0
Rhode Island,44,4582,4582,365,0
Georgia,13,34824,34824,2574,42
New Hampshire,33,839,839,160,0
North Carolina,37,0,0,1966,0
New Jersey,34,41213,41213,2961,0
Colorado,08,13488,13488,1940,60
Maryland,24,21051,21051,1527,174
Nevada,32,0,0,1545,0
Tennessee,47,12096,12096,2534,56
Hawaii,15,1287,1287,60,0
Indiana,18,26018,26018,3401,386
Kentucky,21,10054,10054,1741,73
Minnesota,27,16791,16791,1840,148
Oklahoma,40,12258,12258,1653,37
Pennsylvania,42,0,0,4631,0
South Carolina,45,11877,11877,925,20
District of Columbia,11,0,0,158,0
Kansas,20,5105,5105,854,87
Missouri,29,0,0,2498,0
Vermont,50,0,0,25,0
Virginia,51,14619,14619,1658,47
Connecticut,09,12257,12257,1098,0
Iowa,19,0,0,1162,0
Louisiana,22,0,0,1241,0
Ohio,39,26864,26864,5060,357
Michigan,26,0,0,4326,0
South Dakota,46,4502,4502,546,34
Arkansas,05,8937,8937,1063,94
Delaware,10,0,0,243,0
Mississippi,28,7486,7486,1115,192
New Mexico,35,6782,6782,876,102
North Dakota,38,2708,2708,333,41
Wyoming,56,784,784,247,22
Alaska,02,725,725,162,3
Maine,23,699,699,139,7
Alabama,01,25338,25338,1717,668
Idaho,16,3978,3978,470,30
Montana,30,2622,2622,477,53
West Virginia,54,0,0,597,0
