state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,16370,16370,1066,0
Illinois,17,0,0,3408,0
California,06,0,0,21143,0
Arizona,04,47081,47081,4773,433
Massachusetts,25,17109,17109,2165,0
Wisconsin,55,23076,23076,953,50
Texas,48,0,0,13728,0
Nebraska,31,5565,5565,457,0
Utah,49,12518,12518,594,66
Oregon,41,7198,7198,418,0
Florida,12,68987,68987,7421,207
New York,36,89995,89995,8771,0
Rhode Island,44,7432,7432,384,0
Georgia,13,46619,46619,5835,104
New Hampshire,33,957,957,243,2
North Carolina,37,0,0,3862,0
New Jersey,34,54487,54487,3677,92
Colorado,08,20687,20687,879,23
Maryland,24,29631,29631,1823,219
Nevada,32,0,0,1702,0
Tennessee,47,16018,16018,2856,65
Hawaii,15,1928,1928,108,0
Indiana,18,38398,38398,2348,132
Kentucky,21,15246,15246,1631,0
Minnesota,27,23367,23367,612,76
Oklahoma,40,20036,20036,1866,230
Pennsylvania,42,0,0,4614,0
South Carolina,45,16436,16436,2375,148
District of Columbia,11,0,0,287,0
Kansas,20,7713,7713,776,0
Missouri,29,0,0,2522,0
Vermont,50,0,0,45,0
Virginia,51,19913,19913,3058,67
Connecticut,09,12257,12257,1098,0
Iowa,19,0,0,474,0
Louisiana,22,0,0,1930,0
Ohio,39,43189,43189,3686,141
Michigan,26,0,0,2222,0
South Dakota,46,6063,6063,213,24
Arkansas,05,12701,12701,1271,15
Delaware,10,0,0,450,0
Mississippi,28,8425,8425,1336,0
New Mexico,35,11106,11106,612,31
North Dakota,38,3704,3704,85,0
Wyoming,56,1223,1223,84,8
Alaska,02,1153,1153,70,1
Maine,23,1244,1244,205,2
Alabama,01,38763,38763,2716,0
Idaho,16,6295,6295,345,26
Montana,30,3962,3962,172,5
West Virginia,54,0,0,648,0
