state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,8322,8322,422,42
Illinois,17,0,0,2758,0
California,06,0,0,3000,0
Arizona,04,21172,21172,861,75
Massachusetts,25,13160,13160,567,0
Wisconsin,55,10636,10636,1385,220
Texas,48,0,0,5512,0
Nebraska,31,2875,2875,427,29
Utah,49,5169,5169,309,67
Oregon,41,3091,3091,214,57
Florida,12,49077,49077,2316,235
New York,36,89995,89995,1083,0
Rhode Island,44,3229,3229,168,21
Georgia,13,31256,31256,1823,169
New Hampshire,33,771,771,31,3
North Carolina,37,0,0,1214,0
New Jersey,34,37414,37414,957,104
Colorado,08,8778,8778,648,120
Maryland,24,16859,16859,471,40
Nevada,32,0,0,568,0
Tennessee,47,10062,10062,1374,77
Hawaii,15,1067,1067,64,2
Indiana,18,16064,16064,1687,159
Kentucky,21,6947,6947,913,52
Minnesota,27,9729,9729,658,141
Oklahoma,40,8540,8540,907,132
Pennsylvania,42,0,0,1170,0
South Carolina,45,10286,10286,746,50
District of Columbia,11,0,0,106,0
Kansas,20,3646,3646,362,0
Missouri,29,0,0,1407,0
Vermont,50,0,0,4,0
Virginia,51,12320,12320,1081,60
Connecticut,09,12257,12257,292,0
Iowa,19,0,0,564,0
Louisiana,22,0,0,600,0
Ohio,39,18433,18433,1456,198
Michigan,26,0,0,1332,0
South Dakota,46,2483,2483,395,30
Arkansas,05,6841,6841,660,73
Delaware,10,0,0,93,0
Mississippi,28,6576,6576,678,0
New Mexico,35,4377,4377,307,56
North Dakota,38,1478,1478,283,41
Wyoming,56,411,411,105,10
Alaska,02,425,425,81,1
Maine,23,479,479,12,2
Alabama,01,19974,19974,1001,0
Idaho,16,2447,2447,272,16
Montana,30,1245,1245,350,8
West Virginia,54,0,0,221,0
