state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,15327,15327,1167,167
Illinois,17,0,0,3928,0
California,06,0,0,22820,0
Arizona,04,41063,41063,4877,760
Massachusetts,25,16098,16098,2416,0
Wisconsin,55,21971,21971,1104,175
Texas,48,0,0,13628,0
Nebraska,31,5358,5358,515,37
Utah,49,11463,11463,589,107
Oregon,41,6635,6635,540,0
Florida,12,65232,65232,7303,449
New York,36,89995,89995,8665,0
Rhode Island,44,6905,6905,405,68
Georgia,13,43629,43629,5782,611
New Hampshire,33,919,919,301,1
North Carolina,37,0,0,3893,0
New Jersey,34,49324,49324,3744,266
Colorado,08,19703,19703,988,885
Maryland,24,27711,27711,1862,169
Nevada,32,0,0,1919,0
Tennessee,47,14935,14935,3554,100
Hawaii,15,1843,1843,123,26
Indiana,18,36314,36314,2782,193
Kentucky,21,14039,14039,1778,189
Minnesota,27,22437,22437,817,100
Oklahoma,40,17886,17886,1994,332
Pennsylvania,42,0,0,5613,0
South Carolina,45,15015,15015,2424,164
District of Columbia,11,0,0,265,0
Kansas,20,7113,7113,838,158
Missouri,29,0,0,2738,0
Vermont,50,0,0,40,0
Virginia,51,18636,18636,2925,110
Connecticut,09,12257,12257,1139,0
Iowa,19,0,0,604,0
Louisiana,22,0,0,1993,0
Ohio,39,40104,40104,4319,454
Michigan,26,0,0,2657,0
South Dakota,46,5805,5805,264,41
Arkansas,05,11867,11867,1321,124
Delaware,10,0,0,458,0
Mississippi,28,8260,8260,1495,0
New Mexico,35,10278,10278,712,115
North Dakota,38,3610,3610,85,13
Wyoming,56,1176,1176,112,8
Alaska,02,1074,1074,101,18
Maine,23,1124,1124,191,7
Alabama,01,36059,36059,2967,629
Idaho,16,5824,5824,254,79
Montana,30,3738,3738,219,52
West Virginia,54,0,0,818,0
