state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,3578,3578,484,35
Illinois,17,0,0,3044,0
California,06,0,0,4455,0
Arizona,04,3642,3642,1079,53
Massachusetts,25,10238,10238,1637,87
Wisconsin,55,2739,2739,355,39
Texas,48,0,0,1796,0
Nebraska,31,902,902,211,51
Utah,49,850,850,164,21
Oregon,41,800,800,112,5
Florida,12,10923,10923,0,127
New York,36,89995,89995,2849,0
Rhode Island,44,1765,1765,185,12
Georgia,13,8557,8557,807,138
New Hampshire,33,468,468,88,6
North Carolina,37,0,0,659,0
New Jersey,34,17604,17604,1982,214
Colorado,08,4460,4460,319,17
Maryland,24,9217,9217,1096,106
Nevada,32,0,0,364,0
Tennessee,47,1855,1855,547,26
Hawaii,15,83,83,0,0
Indiana,18,5999,5999,979,47
Kentucky,21,2332,2332,518,15
Minnesota,27,3253,3253,512,50
Oklahoma,40,1014,1014,148,11
Pennsylvania,42,0,0,1174,0
South Carolina,45,1789,1789,453,0
District of Columbia,11,0,0,276,0
Kansas,20,890,890,0,0
Missouri,29,0,0,599,0
Vermont,50,0,0,13,0
Virginia,51,4957,4957,1266,73
Connecticut,09,9669,9669,373,-4124
Iowa,19,0,0,310,0
Louisiana,22,0,0,613,0
Ohio,39,6312,6312,693,61
Michigan,26,0,0,617,0
South Dakota,46,464,464,86,8
Arkansas,05,757,757,138,26
Delaware,10,0,0,142,0
Mississippi,28,2340,2340,633,0
New Mexico,35,1416,1416,170,0
North Dakota,38,175,175,32,3
Wyoming,56,87,87,4,0
Alaska,02,52,52,13,0
Maine,23,291,291,35,6
Alabama,01,1929,1929,601,29
Idaho,16,253,253,28,2
Montana,30,68,68,1,0
West Virginia,54,0,0,28,0
