state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,18934,18934,600,73
Illinois,17,0,0,1596,0
California,06,0,0,8156,0
Arizona,04,56732,56732,1738,642
Massachusetts,25,19176,19176,990,0
Wisconsin,55,25635,25635,370,79
Texas,48,0,0,7757,0
Nebraska,31,6009,6009,185,12
Utah,49,14382,14382,276,39
Oregon,41,8380,8380,199,34
Florida,12,78590,78590,4298,295
New York,36,89995,89995,6155,0
Rhode Island,44,8870,8870,177,24
Georgia,13,54434,54434,2973,261
New Hampshire,33,1092,1092,116,7
North Carolina,37,0,0,1780,0
New Jersey,34,62958,62958,2202,123
Colorado,08,23101,23101,451,54
Maryland,24,34265,34265,1016,97
Nevada,32,0,0,670,0
Tennessee,47,18235,18235,1095,60
Hawaii,15,2182,2182,42,3
Indiana,18,42333,42333,948,87
Kentucky,21,18438,18438,923,124
Minnesota,27,25368,25368,282,27
Oklahoma,40,23537,23537,663,73
Pennsylvania,42,0,0,2061,0
South Carolina,45,19796,19796,1122,95
District of Columbia,11,0,0,209,0
Kansas,20,9071,9071,290,69
Missouri,29,0,0,1254,0
Vermont,50,0,0,39,0
Virginia,51,23369,23369,1671,101
Connecticut,09,12257,12257,535,0
Iowa,19,0,0,241,0
Louisiana,22,0,0,806,0
Ohio,39,49213,49213,1493,152
Michigan,26,0,0,860,0
South Dakota,46,6492,6492,91,17
Arkansas,05,14500,14500,630,31
Delaware,10,0,0,173,0
Mississippi,28,8978,8978,560,0
New Mexico,35,12891,12891,278,43
North Dakota,38,3847,3847,36,2
Wyoming,56,1367,1367,31,3
Alaska,02,1243,1243,34,0
Maine,23,1503,1503,87,8
Alabama,01,44767,44767,951,0
Idaho,16,6964,6964,164,17
Montana,30,4506,4506,96,22
West Virginia,54,0,0,293,0
