state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,7673,7673,355,51
Illinois,17,0,0,1679,0
California,06,0,0,3204,0
Arizona,04,20050,20050,681,63
Massachusetts,25,12807,12807,515,32
Wisconsin,55,7951,7951,873,141
Texas,48,0,0,3519,0
Nebraska,31,2436,2436,262,29
Utah,49,4113,4113,233,55
Oregon,41,2680,2680,178,23
Florida,12,45777,45777,2121,258
New York,36,89995,89995,748,0
Rhode Island,44,2873,2873,107,24
Georgia,13,29308,29308,1770,154
New Hampshire,33,745,745,18,2
North Carolina,37,0,0,1028,0
New Jersey,34,23639,23639,601,62
Colorado,08,7771,7771,369,50
Maryland,24,15843,15843,391,52
Nevada,32,0,0,495,0
Tennessee,47,9035,9035,1155,59
Hawaii,15,889,889,115,0
Indiana,18,13430,13430,1081,106
Kentucky,21,5679,5679,672,57
Minnesota,27,8089,8089,367,69
Oklahoma,40,6929,6929,738,113
Pennsylvania,42,0,0,657,0
South Carolina,45,9392,9392,707,61
District of Columbia,11,0,0,103,0
Kansas,20,3121,3121,352,85
Missouri,29,0,0,1352,0
Vermont,50,0,0,1,0
Virginia,51,11345,11345,1003,29
Connecticut,09,11699,11699,138,0
Iowa,19,0,0,444,0
Louisiana,22,0,0,552,0
Ohio,39,16091,16091,814,119
Michigan,26,0,0,687,0
South Dakota,46,1697,1697,273,27
Arkansas,05,5740,5740,519,82
Delaware,10,0,0,89,0
Mississippi,28,6053,6053,571,0
New Mexico,35,3625,3625,109,16
North Dakota,38,995,995,116,27
Wyoming,56,305,305,47,1
Alaska,02,333,333,46,5
Maine,23,459,459,9,2
Alabama,01,17915,17915,777,216
Idaho,16,1932,1932,151,21
Montana,30,820,820,235,47
West Virginia,54,0,0,168,0
