state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,6674,6674,443,34
Illinois,17,0,0,1546,0
California,06,0,0,5267,0
Arizona,04,21428,21428,809,2
Massachusetts,25,12334,12334,312,16
Wisconsin,55,5736,5736,309,52
Texas,48,0,0,4422,0
Nebraska,31,1968,1968,174,14
Utah,49,3041,3041,127,26
Oregon,41,2093,2093,171,30
Florida,12,38474,38474,4001,311
New York,36,89995,89995,478,0
Rhode Island,44,2496,2496,81,11
Georgia,13,24335,24335,2648,208
New Hampshire,33,713,713,8,0
North Carolina,37,0,0,970,0
New Jersey,34,22586,22586,436,26
Colorado,08,6945,6945,225,17
Maryland,24,14184,14184,412,43
Nevada,32,0,0,707,0
Tennessee,47,6751,6751,1012,74
Hawaii,15,462,462,286,18
Indiana,18,10818,10818,867,71
Kentucky,21,4532,4532,572,31
Minnesota,27,6357,6357,301,31
Oklahoma,40,4719,4719,559,46
Pennsylvania,42,0,0,526,0
South Carolina,45,7598,7598,979,0
District of Columbia,11,0,0,83,0
Kansas,20,2278,2278,328,52
Missouri,29,0,0,1007,0
Vermont,50,0,0,11,0
Virginia,51,9460,9460,1101,69
Connecticut,09,11180,11180,60,0
Iowa,19,0,0,299,0
Louisiana,22,0,0,900,0
Ohio,39,13221,13221,800,71
Michigan,26,0,0,669,0
South Dakota,46,995,995,80,12
Arkansas,05,4142,4142,407,38
Delaware,10,0,0,57,0
Mississippi,28,5279,5279,825,12
New Mexico,35,3106,3106,72,15
North Dakota,38,550,550,70,16
Wyoming,56,215,215,15,0
Alaska,02,239,239,37,3
Maine,23,417,417,10,2
Alabama,01,14267,14267,1002,262
Idaho,16,1328,1328,176,24
Montana,30,417,417,121,5
West Virginia,54,0,0,133,0
