state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,10096,10096,894,331
Illinois,17,0,0,6134,0
California,06,0,0,6641,0
Arizona,04,24666,24666,2084,205
Massachusetts,25,13817,13817,954,0
Wisconsin,55,16209,16209,1986,279
Texas,48,0,0,8495,0
Nebraska,31,4049,4049,971,86
Utah,49,7702,7702,565,100
Oregon,41,4120,4120,492,150
Florida,12,54500,54500,3780,333
New York,36,89995,89995,2856,0
Rhode Island,44,4252,4252,323,75
Georgia,13,34268,34268,2298,185
New Hampshire,33,832,832,121,1
North Carolina,37,0,0,1724,0
New Jersey,34,40472,40472,2785,250
Colorado,08,12836,12836,1739,310
Maryland,24,19914,19914,1341,145
Nevada,32,0,0,1399,0
Tennessee,47,11717,11717,2368,89
Hawaii,15,1259,1259,69,25
Indiana,18,23884,23884,3279,358
Kentucky,21,9623,9623,1658,93
Minnesota,27,15444,15444,1828,338
Oklahoma,40,11445,11445,1566,77
Pennsylvania,42,0,0,3897,0
South Carolina,45,11655,11655,873,92
District of Columbia,11,0,0,134,0
Kansas,20,4777,4777,896,0
Missouri,29,0,0,2680,0
Vermont,50,0,0,22,0
Virginia,51,14212,14212,1496,116
Connecticut,09,12257,12257,891,0
Iowa,19,0,0,1351,0
Louisiana,22,0,0,1052,0
Ohio,39,25069,25069,4449,364
Michigan,26,0,0,4087,0
South Dakota,46,4193,4193,574,86
Arkansas,05,8620,8620,988,97
Delaware,10,0,0,185,0
Mississippi,28,7294,7294,1041,0
New Mexico,35,6309,6309,871,80
North Dakota,38,2528,2528,377,47
Wyoming,56,701,701,228,11
Alaska,02,631,631,144,14
Maine,23,662,662,105,15
Alabama,01,24160,24160,1428,218
Idaho,16,3682,3682,408,72
Montana,30,2420,2420,467,43
West Virginia,54,0,0,463,0
