state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,8611,8611,464,40
Illinois,17,0,0,3371,0
California,06,0,0,3241,0
Arizona,04,21573,21573,918,15
Massachusetts,25,13299,13299,469,0
Wisconsin,55,11597,11597,1648,100
Texas,48,0,0,5770,0
Nebraska,31,3050,3050,613,8
Utah,49,5576,5576,366,50
Oregon,41,3204,3204,211,0
Florida,12,50063,50063,2474,82
New York,36,89995,89995,1151,0
Rhode Island,44,3385,3385,170,0
Georgia,13,31735,31735,1751,15
New Hampshire,33,781,781,41,1
North Carolina,37,0,0,1146,0
New Jersey,34,37738,37738,1109,17
Colorado,08,9114,9114,858,25
Maryland,24,17252,17252,529,74
Nevada,32,0,0,678,0
Tennessee,47,10340,10340,1467,33
Hawaii,15,1107,1107,58,2
Indiana,18,17155,17155,1759,132
Kentucky,21,7205,7205,988,-5
Minnesota,27,10437,10437,774,103
Oklahoma,40,8934,8934,852,23
Pennsylvania,42,0,0,1352,0
South Carolina,45,10533,10533,749,19
District of Columbia,11,0,0,93,0
Kansas,20,3893,3893,373,61
Missouri,29,0,0,1659,0
Vermont,50,0,0,4,0
Virginia,51,12674,12674,1031,27
Connecticut,09,12257,12257,340,0
Iowa,19,0,0,718,0
Louisiana,22,0,0,596,0
Ohio,39,19402,19402,1822,182
Michigan,26,0,0,1966,0
South Dakota,46,2755,2755,402,34
Arkansas,05,7110,7110,672,55
Delaware,10,0,0,111,0
Mississippi,28,6728,6728,657,152
New Mexico,35,4737,4737,382,64
North Dakota,38,1656,1656,274,22
Wyoming,56,458,458,132,16
Alaska,02,470,470,97,8
Maine,23,495,495,29,7
Alabama,01,20450,20450,967,0
Idaho,16,2615,2615,263,21
Montana,30,1373,1373,386,16
West Virginia,54,0,0,254,0
