state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,4275,4275,387,35
Illinois,17,0,0,1501,0
California,06,0,0,6179,0
Arizona,04,4634,4634,2721,17
Massachusetts,25,11345,11345,762,26
Wisconsin,55,3407,3407,236,14
Texas,48,0,0,5913,0
Nebraska,31,1316,1316,117,1
Utah,49,1417,1417,254,21
Oregon,41,1022,1022,149,0
Florida,12,14651,14651,0,111
New York,36,89995,89995,853,0
Rhode Island,44,1995,1995,73,11
Georgia,13,10824,10824,1359,113
New Hampshire,33,565,565,34,3
North Carolina,37,0,0,843,0
New Jersey,34,19847,19847,978,6
Colorado,08,5442,5442,271,41
Maryland,24,10822,10822,447,29
Nevada,32,0,0,555,0
Tennessee,47,2599,2599,839,35
Hawaii,15,111,111,0,1
Indiana,18,7024,7024,626,21
Kentucky,21,2602,2602,381,12
Minnesota,27,4031,4031,278,21
Oklahoma,40,1489,1489,329,33
Pennsylvania,42,0,0,635,0
South Carolina,45,2622,2622,1032,0
District of Columbia,11,0,0,121,0
Kansas,20,1152,1152,0,24
Missouri,29,0,0,599,0
Vermont,50,0,0,13,0
Virginia,51,6164,6164,796,28
Connecticut,09,10268,10268,99,0
Iowa,19,0,0,119,0
Louisiana,22,0,0,737,0
Ohio,39,7746,7746,669,65
Michigan,26,0,0,557,0
South Dakota,46,657,657,70,5
Arkansas,05,1380,1380,300,7
Delaware,10,0,0,72,0
Mississippi,28,3115,3115,719,13
New Mexico,35,1876,1876,119,11
North Dakota,38,227,227,25,1
Wyoming,56,112,112,7,0
Alaska,02,68,68,16,0
Maine,23,347,347,31,1
Alabama,01,2725,2725,726,22
Idaho,16,312,312,50,0
Montana,30,100,100,13,3
West Virginia,54,0,0,28,0
