state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,6001,6001,532,105
Illinois,17,0,0,1481,0
California,06,0,0,6770,0
Arizona,04,19277,19277,1575,9
Massachusetts,25,12062,12062,380,8
Wisconsin,55,5031,5031,414,31
Texas,48,0,0,7304,0
Nebraska,31,1722,1722,146,7
Utah,49,2642,2642,222,22
Oregon,41,1758,1758,204,0
Florida,12,31177,31177,6948,284
New York,36,89995,89995,535,0
Rhode Island,44,2311,2311,93,0
Georgia,13,20676,20676,2871,48
New Hampshire,33,704,704,20,3
North Carolina,37,0,0,1111,0
New Jersey,34,21992,21992,545,0
Colorado,08,6627,6627,309,11
Maryland,24,13247,13247,534,70
Nevada,32,0,0,1014,0
Tennessee,47,5339,5339,1167,35
Hawaii,15,239,239,105,2
Indiana,18,9354,9354,921,0
Kentucky,21,4024,4024,641,22
Minnesota,27,5606,5606,320,51
Oklahoma,40,3625,3625,594,20
Pennsylvania,42,0,0,591,0
South Carolina,45,6153,6153,1353,0
District of Columbia,11,0,0,75,0
Kansas,20,1911,1911,216,36
Missouri,29,0,0,923,0
Vermont,50,0,0,11,0
Virginia,51,8391,8391,1251,22
Connecticut,09,10920,10920,64,0
Iowa,19,0,0,224,0
Louisiana,22,0,0,1382,0
Ohio,39,11629,11629,968,64
Michigan,26,0,0,640,0
South Dakota,46,882,882,63,6
Arkansas,05,3336,3336,508,52
Delaware,10,0,0,34,0
Mississippi,28,4680,4680,1074,74
New Mexico,35,2870,2870,127,19
North Dakota,38,417,417,48,2
Wyoming,56,179,179,15,2
Alaska,02,180,180,37,4
Maine,23,393,393,8,0
Alabama,01,12070,12070,1551,533
Idaho,16,999,999,201,11
Montana,30,273,273,80,1
West Virginia,54,0,0,123,0
