state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,13515,13515,1207,124
Illinois,17,0,0,4571,0
California,06,0,0,18961,0
Arizona,04,33619,33619,4019,424
Massachusetts,25,15372,15372,2004,0
Wisconsin,55,20355,20355,1274,187
Texas,48,0,0,10299,0
Nebraska,31,5013,5013,582,21
Utah,49,10218,10218,586,116
Oregon,41,5940,5940,595,103
Florida,12,61279,61279,5634,326
New York,36,89995,89995,6661,0
Rhode Island,44,6059,6059,440,73
Georgia,13,39836,39836,4137,334
New Hampshire,33,889,889,297,0
North Carolina,37,0,0,3001,0
New Jersey,34,45544,45544,3735,260
Colorado,08,17481,17481,1358,253
Maryland,24,24955,24955,1717,197
Nevada,32,0,0,1996,0
Tennessee,47,13876,13876,3112,80
Hawaii,15,1679,1679,49,0
Indiana,18,32992,32992,3064,282
Kentucky,21,12675,12675,1631,160
Minnesota,27,20816,20816,1060,187
Oklahoma,40,15404,15404,1759,46
Pennsylvania,42,0,0,6151,0
South Carolina,45,13507,13507,1586,41
District of Columbia,11,0,0,256,0
Kansas,20,6267,6267,630,0
Missouri,29,0,0,2703,0
Vermont,50,0,0,43,0
Virginia,51,17083,17083,2166,135
Connecticut,09,12257,12257,1159,0
Iowa,19,0,0,651,0
Louisiana,22,0,0,1647,0
Ohio,39,35594,35594,4829,546
Michigan,26,0,0,3156,0
South Dakota,46,5461,5461,341,32
Arkansas,05,10651,10651,1103,81
Delaware,10,0,0,433,0
Mississippi,28,8039,8039,1340,0
New Mexico,35,8947,8947,810,101
North Dakota,38,3421,3421,135,21
Wyoming,56,1023,1023,161,5
Alaska,02,948,948,121,11
Maine,23,985,985,185,5
Alabama,01,31305,31305,2527,311
Idaho,16,5208,5208,345,53
Montana,30,3332,3332,253,52
West Virginia,54,0,0,739,0
