state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,6255,6255,487,25
Illinois,17,0,0,1544,0
California,06,0,0,6332,0
Arizona,04,20756,20756,1182,1
Massachusetts,25,12178,12178,367,5
Wisconsin,55,5327,5327,365,23
Texas,48,0,0,6200,0
Nebraska,31,1883,1883,146,0
Utah,49,2782,2782,156,11
Oregon,41,1863,1863,224,0
Florida,12,34607,34607,5631,266
New York,36,89995,89995,534,0
Rhode Island,44,2380,2380,80,0
Georgia,13,22133,22133,2626,46
New Hampshire,33,709,709,15,1
North Carolina,37,0,0,980,0
New Jersey,34,22218,22218,472,12
Colorado,08,6739,6739,245,4
Maryland,24,13658,13658,435,44
Nevada,32,0,0,869,0
Tennessee,47,5881,5881,1139,34
Hawaii,15,283,283,143,4
Indiana,18,9973,9973,900,38
Kentucky,21,4215,4215,563,22
Minnesota,27,5886,5886,286,35
Oklahoma,40,4021,4021,506,8
Pennsylvania,42,0,0,560,0
South Carolina,45,6852,6852,1101,0
District of Columbia,11,0,0,82,0
Kansas,20,2034,2034,229,14
Missouri,29,0,0,853,0
Vermont,50,0,0,18,0
Virginia,51,8767,8767,1173,30
Connecticut,09,11015,11015,42,0
Iowa,19,0,0,283,0
Louisiana,22,0,0,1226,0
Ohio,39,12319,12319,933,83
Michigan,26,0,0,653,0
South Dakota,46,921,921,60,5
Arkansas,05,3621,3621,486,51
Delaware,10,0,0,29,0
Mississippi,28,4989,4989,1081,73
New Mexico,35,2984,2984,119,19
North Dakota,38,461,461,55,2
Wyoming,56,195,195,13,4
Alaska,02,206,206,33,3
Maine,23,399,399,10,-1
Alabama,01,12958,12958,1301,351
Idaho,16,1110,1110,206,7
Montana,30,330,330,94,4
West Virginia,54,0,0,134,0
