state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,6296,6296,475,41
Illinois,17,0,0,1510,0
California,06,0,0,6360,0
Arizona,04,20878,20878,1167,122
Massachusetts,25,12192,12192,374,14
Wisconsin,55,5380,5380,380,53
Texas,48,0,0,6210,0
Nebraska,31,1883,1883,158,0
Utah,49,2804,2804,183,22
Oregon,41,1913,1913,206,50
Florida,12,35112,35112,5484,505
New York,36,89995,89995,537,0
Rhode Island,44,2405,2405,78,25
Georgia,13,22429,22429,2596,296
New Hampshire,33,712,712,12,3
North Carolina,37,0,0,1026,0
New Jersey,34,22259,22259,468,41
Colorado,08,6781,6781,262,42
Maryland,24,13698,13698,453,40
Nevada,32,0,0,903,0
Tennessee,47,5981,5981,1231,100
Hawaii,15,288,288,175,5
Indiana,18,10037,10037,849,64
Kentucky,21,4252,4252,622,37
Minnesota,27,5932,5932,304,46
Oklahoma,40,4115,4115,568,94
Pennsylvania,42,0,0,548,0
South Carolina,45,7146,7146,1116,294
District of Columbia,11,0,0,79,0
Kansas,20,2034,2034,229,0
Missouri,29,0,0,891,0
Vermont,50,0,0,17,0
Virginia,51,8849,8849,1253,82
Connecticut,09,11015,11015,47,0
Iowa,19,0,0,287,0
Louisiana,22,0,0,1204,0
Ohio,39,12436,12436,934,117
Michigan,26,0,0,653,0
South Dakota,46,927,927,68,6
Arkansas,05,3695,3695,492,74
Delaware,10,0,0,32,0
Mississippi,28,5025,5025,1090,36
New Mexico,35,2998,2998,111,14
North Dakota,38,469,469,47,8
Wyoming,56,193,193,12,-2
Alaska,02,208,208,47,2
Maine,23,401,401,10,2
Alabama,01,12958,12958,1280,0
Idaho,16,1129,1129,167,19
Montana,30,339,339,97,9
West Virginia,54,0,0,132,0
