state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,4788,4788,497,10
Illinois,17,0,0,1454,0
California,06,0,0,8353,0
Arizona,04,6103,6103,3493,161
Massachusetts,25,11651,11651,580,26
Wisconsin,55,3923,3923,295,31
Texas,48,0,0,10471,0
Nebraska,31,1442,1442,110,11
Utah,49,1913,1913,250,25
Oregon,41,1254,1254,235,20
Florida,12,19659,19659,8217,458
New York,36,89995,89995,831,0
Rhode Island,44,2075,2075,59,5
Georgia,13,14102,14102,2786,417
New Hampshire,33,665,665,23,76
North Carolina,37,0,0,1142,0
New Jersey,34,20774,20774,923,142
Colorado,08,5950,5950,389,-13
Maryland,24,11625,11625,447,140
Nevada,32,0,0,1051,0
Tennessee,47,3434,3434,1282,56
Hawaii,15,133,133,31,5
Indiana,18,7686,7686,881,53
Kentucky,21,2823,2823,445,21
Minnesota,27,4495,4495,254,43
Oklahoma,40,2170,2170,561,54
Pennsylvania,42,0,0,667,0
South Carolina,45,3744,3744,1560,0
District of Columbia,11,0,0,95,0
Kansas,20,1393,1393,0,50
Missouri,29,0,0,875,0
Vermont,50,0,0,19,0
Virginia,51,6905,6905,1081,88
Connecticut,09,10552,10552,67,0
Iowa,19,0,0,190,0
Louisiana,22,0,0,1369,0
Ohio,39,9209,9209,1027,160
Michigan,26,0,0,543,0
South Dakota,46,752,752,59,8
Arkansas,05,1948,1948,458,76
Delaware,10,0,0,51,0
Mississippi,28,3629,3629,1099,44
New Mexico,35,2284,2284,174,23
North Dakota,38,284,284,42,4
Wyoming,56,131,131,17,3
Alaska,02,102,102,32,4
Maine,23,373,373,12,0
Alabama,01,7291,7291,1332,168
Idaho,16,510,510,153,10
Montana,30,145,145,37,9
West Virginia,54,0,0,63,0
