state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,19466,19466,461,33
Illinois,17,0,0,1200,0
California,06,0,0,4967,0
Arizona,04,57747,57747,1072,50
Massachusetts,25,19713,19713,741,0
Wisconsin,55,26330,26330,262,51
Texas,48,0,0,5263,0
Nebraska,31,6157,6157,151,10
Utah,49,14783,14783,247,0
Oregon,41,8682,8682,165,29
Florida,12,81600,81600,3566,322
New York,36,89995,89995,5177,0
Rhode Island,44,9002,9002,148,20
Georgia,13,56512,56512,2191,143
New Hampshire,33,1127,1127,92,4
North Carolina,37,0,0,1290,0
New Jersey,34,64137,64137,1900,87
Colorado,08,23791,23791,355,56
Maryland,24,35304,35304,856,81
Nevada,32,0,0,407,0
Tennessee,47,18779,18779,970,37
Hawaii,15,2225,2225,28,-1
Indiana,18,43044,43044,692,89
Kentucky,21,19364,19364,645,60
Minnesota,27,25896,25896,229,33
Oklahoma,40,24103,24103,404,39
Pennsylvania,42,0,0,1628,0
South Carolina,45,20542,20542,734,41
District of Columbia,11,0,0,170,0
Kansas,20,9355,9355,203,0
Missouri,29,0,0,999,0
Vermont,50,0,0,27,0
Virginia,51,24414,24414,1352,60
Connecticut,09,12257,12257,433,0
Iowa,19,0,0,184,0
Louisiana,22,0,0,554,0
Ohio,39,50695,50695,1009,82
Michigan,26,0,0,890,0
South Dakota,46,6664,6664,87,10
Arkansas,05,14876,14876,397,50
Delaware,10,0,0,130,0
Mississippi,28,9162,9162,448,0
New Mexico,35,13215,13215,177,25
North Dakota,38,3875,3875,22,4
Wyoming,56,1389,1389,23,1
Alaska,02,1290,1290,32,5
Maine,23,1549,1549,69,4
Alabama,01,45807,45807,544,84
Idaho,16,7144,7144,139,13
Montana,30,4608,4608,73,8
West Virginia,54,0,0,193,0
