state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,6740,6740,415,61
Illinois,17,0,0,1472,0
California,06,0,0,4943,0
Arizona,04,21421,21421,757,-12
Massachusetts,25,12361,12361,290,3
Wisconsin,55,5804,5804,287,29
Texas,48,0,0,4172,0
Nebraska,31,1992,1992,172,10
Utah,49,3080,3080,134,23
Oregon,41,2108,2108,166,0
Florida,12,38857,38857,3793,96
New York,36,89995,89995,429,0
Rhode Island,44,2519,2519,77,5
Georgia,13,24572,24572,2489,39
New Hampshire,33,714,714,6,0
North Carolina,37,0,0,917,0
New Jersey,34,22627,22627,480,10
Colorado,08,7010,7010,240,17
Maryland,24,14255,14255,358,38
Nevada,32,0,0,675,0
Tennessee,47,6840,6840,889,89
Hawaii,15,497,497,272,12
Indiana,18,10843,10843,883,4
Kentucky,21,4560,4560,570,0
Minnesota,27,6454,6454,315,43
Oklahoma,40,4814,4814,570,20
Pennsylvania,42,0,0,499,0
South Carolina,45,7782,7782,956,17
District of Columbia,11,0,0,69,0
Kansas,20,2278,2278,328,0
Missouri,29,0,0,1004,0
Vermont,50,0,0,13,0
Virginia,51,9555,9555,1090,43
Connecticut,09,11180,11180,60,0
Iowa,19,0,0,308,0
Louisiana,22,0,0,902,0
Ohio,39,13317,13317,769,29
Michigan,26,0,0,669,0
South Dakota,46,1017,1017,78,11
Arkansas,05,4182,4182,391,40
Delaware,10,0,0,55,0
Mississippi,28,5300,5300,819,0
New Mexico,35,3126,3126,66,10
North Dakota,38,554,554,68,3
Wyoming,56,215,215,15,0
Alaska,02,241,241,41,1
Maine,23,420,420,7,2
Alabama,01,14267,14267,969,0
Idaho,16,1365,1365,181,16
Montana,30,432,432,131,3
West Virginia,54,0,0,141,0
