state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,3543,3543,474,26
Illinois,17,0,0,3173,0
California,06,0,0,4458,0
Arizona,04,3589,3589,1092,69
Massachusetts,25,10151,10151,1684,88
Wisconsin,55,2700,2700,357,57
Texas,48,0,0,1487,0
Nebraska,31,851,851,194,851
Utah,49,829,829,150,28
Oregon,41,795,795,102,5
Florida,12,10796,10796,0,118
New York,36,89995,89995,2978,134
Rhode Island,44,1753,1753,189,10
Georgia,13,8419,8419,815,85
New Hampshire,33,462,462,97,6
North Carolina,37,0,0,684,0
New Jersey,34,17390,17390,2250,0
Colorado,08,4443,4443,356,24
Maryland,24,9111,9111,1109,154
Nevada,32,0,0,372,0
Tennessee,47,1829,1829,548,37
Hawaii,15,83,83,0,0
Indiana,18,5952,5952,1017,50
Kentucky,21,2317,2317,488,10
Minnesota,27,3203,3203,537,69
Oklahoma,40,1003,1003,136,9
Pennsylvania,42,0,0,1164,0
South Carolina,45,1789,1789,433,0
District of Columbia,11,0,0,285,0
Kansas,20,890,890,0,28
Missouri,29,0,0,571,0
Vermont,50,0,0,10,0
Virginia,51,4884,4884,1311,114
Connecticut,09,13793,13793,406,0
Iowa,19,0,0,314,0
Louisiana,22,0,0,617,0
Ohio,39,6251,6251,704,75
Michigan,26,0,0,646,0
South Dakota,46,456,456,87,13
Arkansas,05,731,731,132,13
Delaware,10,0,0,153,0
Mississippi,28,2340,2340,602,44
New Mexico,35,1416,1416,170,0
North Dakota,38,172,172,34,2
Wyoming,56,87,87,4,1
Alaska,02,52,52,11,1
Maine,23,285,285,44,-2
Alabama,01,1900,1900,610,21
Idaho,16,251,251,30,4
Montana,30,68,68,1,1
West Virginia,54,0,0,34,0
