state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,14445,14445,1201,169
Illinois,17,0,0,4244,0
California,06,0,0,21433,0
Arizona,04,36784,36784,4526,709
Massachusetts,25,15905,15905,2257,0
Wisconsin,55,21207,21207,1074,126
Texas,48,0,0,11992,0
Nebraska,31,5187,5187,517,28
Utah,49,10873,10873,537,110
Oregon,41,6354,6354,570,77
Florida,12,63375,63375,6298,376
New York,36,89995,89995,7892,0
Rhode Island,44,6506,6506,426,53
Georgia,13,41778,41778,4926,375
New Hampshire,33,901,901,306,0
North Carolina,37,0,0,3339,0
New Jersey,34,47090,47090,3727,306
Colorado,08,18502,18502,1150,272
Maryland,24,26447,26447,1756,200
Nevada,32,0,0,1988,0
Tennessee,47,14417,14417,3425,141
Hawaii,15,1756,1756,81,10
Indiana,18,34761,34761,2941,227
Kentucky,21,13488,13488,1673,264
Minnesota,27,21748,21748,926,143
Oklahoma,40,16813,16813,1916,387
Pennsylvania,42,0,0,5962,0
South Carolina,45,14236,14236,2001,133
District of Columbia,11,0,0,240,0
Kansas,20,6760,6760,767,192
Missouri,29,0,0,2540,0
Vermont,50,0,0,33,0
Virginia,51,17910,17910,2707,128
Connecticut,09,12257,12257,1167,0
Iowa,19,0,0,612,0
Louisiana,22,0,0,1717,0
Ohio,39,38002,38002,4409,366
Michigan,26,0,0,2758,0
South Dakota,46,5639,5639,293,34
Arkansas,05,11271,11271,1174,103
Delaware,10,0,0,425,0
Mississippi,28,8145,8145,1463,0
New Mexico,35,9614,9614,792,101
North Dakota,38,3542,3542,96,9
Wyoming,56,1096,1096,113,3
Alaska,02,1017,1017,75,13
Maine,23,1039,1039,177,-2
Alabama,01,33831,33831,2813,379
Idaho,16,5519,5519,280,43
Montana,30,3553,3553,223,39
West Virginia,54,0,0,797,0
