state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,19556,19556,431,56
Illinois,17,0,0,1210,0
California,06,0,0,4513,0
Arizona,04,57863,57863,966,44
Massachusetts,25,19713,19713,687,0
Wisconsin,55,26432,26432,260,45
Texas,48,0,0,4921,0
Nebraska,31,6229,6229,136,3
Utah,49,14867,14867,216,26
Oregon,41,8714,8714,158,15
Florida,12,82145,82145,3352,243
New York,36,89995,89995,4954,0
Rhode Island,44,9020,9020,141,0
Georgia,13,56762,56762,2071,135
New Hampshire,33,1127,1127,90,1
North Carolina,37,0,0,1179,0
New Jersey,34,64338,64338,1862,-916
Colorado,08,23886,23886,326,23
Maryland,24,35572,35572,830,194
Nevada,32,0,0,399,0
Tennessee,47,18870,18870,879,33
Hawaii,15,2226,2226,27,1
Indiana,18,43153,43153,663,49
Kentucky,21,19451,19451,591,71
Minnesota,27,25976,25976,224,38
Oklahoma,40,24277,24277,346,120
Pennsylvania,42,0,0,1513,0
South Carolina,45,20659,20659,623,54
District of Columbia,11,0,0,150,0
Kansas,20,9387,9387,235,0
Missouri,29,0,0,1001,0
Vermont,50,0,0,26,0
Virginia,51,24637,24637,1164,123
Connecticut,09,12257,12257,428,0
Iowa,19,0,0,170,0
Louisiana,22,0,0,538,0
Ohio,39,50848,50848,922,66
Michigan,26,0,0,866,0
South Dakota,46,6692,6692,74,11
Arkansas,05,14915,14915,345,12
Delaware,10,0,0,114,0
Mississippi,28,9162,9162,419,0
New Mexico,35,13242,13242,148,13
North Dakota,38,3878,3878,21,3
Wyoming,56,1391,1391,21,0
Alaska,02,1293,1293,33,0
Maine,23,1566,1566,74,6
Alabama,01,45976,45976,526,0
Idaho,16,7179,7179,150,15
Montana,30,4629,4629,63,19
West Virginia,54,0,0,196,0
