state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,3915,3915,359,21
Illinois,17,0,0,1878,0
California,06,0,0,4522,0
Arizona,04,4224,4224,1582,15
Massachusetts,25,10925,10925,998,58
Wisconsin,55,3128,3128,247,32
Texas,48,0,0,2793,0
Nebraska,31,1116,1116,156,28
Utah,49,1102,1102,270,29
Oregon,41,912,912,141,13
Florida,12,12673,12673,0,184
New York,36,89995,89995,1479,0
Rhode Island,44,1898,1898,126,9
Georgia,13,9543,9543,881,89
New Hampshire,33,521,521,62,2
North Carolina,37,0,0,846,0
New Jersey,34,19010,19010,1352,131
Colorado,08,5294,5294,270,22
Maryland,24,10309,10309,702,47
Nevada,32,0,0,360,0
Tennessee,47,2180,2180,632,34
Hawaii,15,92,92,0,1
Indiana,18,6526,6526,789,45
Kentucky,21,2455,2455,416,19
Minnesota,27,3689,3689,351,31
Oklahoma,40,1146,1146,181,16
Pennsylvania,42,0,0,788,0
South Carolina,45,2055,2055,607,0
District of Columbia,11,0,0,197,0
Kansas,20,1011,1011,0,23
Missouri,29,0,0,533,0
Vermont,50,0,0,5,0
Virginia,51,5692,5692,938,49
Connecticut,09,9912,9912,186,0
Iowa,19,0,0,188,0
Louisiana,22,0,0,585,0
Ohio,39,7051,7051,541,44
Michigan,26,0,0,562,0
South Dakota,46,570,570,91,8
Arkansas,05,1052,1052,217,26
Delaware,10,0,0,83,0
Mississippi,28,2767,2767,668,39
New Mexico,35,1715,1715,161,17
North Dakota,38,201,201,25,1
Wyoming,56,97,97,7,1
Alaska,02,61,61,23,0
Maine,23,323,323,27,2
Alabama,01,2352,2352,688,37
Idaho,16,275,275,28,5
Montana,30,78,78,5,-1
West Virginia,54,0,0,23,0
