state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,5033,5033,534,49
Illinois,17,0,0,1356,0
California,06,0,0,8398,0
Arizona,04,6632,6632,3136,65
Massachusetts,25,11717,11717,498,8
Wisconsin,55,4107,4107,339,25
Texas,48,0,0,10592,0
Nebraska,31,1481,1481,113,1
Utah,49,2033,2033,296,19
Oregon,41,1327,1327,242,0
Florida,12,21309,21309,9363,340
New York,36,89995,89995,722,0
Rhode Island,44,2088,2088,62,0
Georgia,13,15010,15010,3036,49
New Hampshire,33,673,673,17,3
North Carolina,37,0,0,1115,0
New Jersey,34,21064,21064,766,0
Colorado,08,6032,6032,397,13
Maryland,24,11841,11841,449,53
Nevada,32,0,0,1045,0
Tennessee,47,3681,3681,1327,32
Hawaii,15,140,140,39,1
Indiana,18,7895,7895,786,34
Kentucky,21,2880,2880,511,5
Minnesota,27,4627,4627,258,25
Oklahoma,40,2388,2388,547,13
Pennsylvania,42,0,0,703,0
South Carolina,45,4182,4182,1593,0
District of Columbia,11,0,0,91,0
Kansas,20,1453,1453,0,0
Missouri,29,0,0,875,0
Vermont,50,0,0,24,0
Virginia,51,7165,7165,1186,18
Connecticut,09,10654,10654,66,0
Iowa,19,0,0,214,0
Louisiana,22,0,0,1469,0
Ohio,39,9555,9555,1065,42
Michigan,26,0,0,680,0
South Dakota,46,774,774,63,3
Arkansas,05,2177,2177,453,42
Delaware,10,0,0,47,0
Mississippi,28,3727,3727,1129,0
New Mexico,35,2387,2387,161,23
North Dakota,38,302,302,45,7
Wyoming,56,143,143,17,1
Alaska,02,110,110,27,3
Maine,23,375,375,10,0
Alabama,01,7782,7782,1524,0
Idaho,16,583,583,224,13
Montana,30,165,165,47,1
West Virginia,54,0,0,76,0
