state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,6049,6049,495,48
Illinois,17,0,0,1459,0
California,06,0,0,6759,0
Arizona,04,19292,19292,1574,15
Massachusetts,25,12089,12089,387,27
Wisconsin,55,5092,5092,364,61
Texas,48,0,0,7216,0
Nebraska,31,1741,1741,162,19
Utah,49,2677,2677,208,35
Oregon,41,1798,1798,214,40
Florida,12,31750,31750,6753,573
New York,36,89995,89995,540,0
Rhode Island,44,2317,2317,88,6
Georgia,13,21031,21031,2881,355
New Hampshire,33,705,705,21,1
North Carolina,37,0,0,1122,0
New Jersey,34,22052,22052,538,60
Colorado,08,6679,6679,315,52
Maryland,24,13266,13266,529,19
Nevada,32,0,0,971,0
Tennessee,47,5464,5464,1378,125
Hawaii,15,242,242,105,3
Indiana,18,9599,9599,964,245
Kentucky,21,4063,4063,667,39
Minnesota,27,5661,5661,337,55
Oklahoma,40,3760,3760,530,135
Pennsylvania,42,0,0,598,0
South Carolina,45,6482,6482,1330,329
District of Columbia,11,0,0,83,0
Kansas,20,1911,1911,216,0
Missouri,29,0,0,923,0
Vermont,50,0,0,12,0
Virginia,51,8458,8458,1293,67
Connecticut,09,10920,10920,70,0
Iowa,19,0,0,244,0
Louisiana,22,0,0,1335,0
Ohio,39,11760,11760,968,131
Michigan,26,0,0,640,0
South Dakota,46,887,887,57,5
Arkansas,05,3401,3401,507,65
Delaware,10,0,0,35,0
Mississippi,28,4738,4738,1114,58
New Mexico,35,2897,2897,134,27
North Dakota,38,430,430,55,13
Wyoming,56,183,183,15,4
Alaska,02,181,181,39,1
Maine,23,394,394,9,1
Alabama,01,12070,12070,1504,0
Idaho,16,1006,1006,189,7
Montana,30,276,276,77,3
West Virginia,54,0,0,130,0
