state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,7262,7262,377,14
Illinois,17,0,0,1436,0
California,06,0,0,3459,0
Arizona,04,21878,21878,472,2
Massachusetts,25,12553,12553,367,8
Wisconsin,55,6692,6692,433,39
Texas,48,0,0,3132,0
Nebraska,31,2194,2194,170,0
Utah,49,3520,3520,154,26
Oregon,41,2356,2356,145,0
Florida,12,43033,43033,2266,94
New York,36,89995,89995,468,0
Rhode Island,44,2693,2693,78,0
Georgia,13,27394,27394,1970,17
New Hampshire,33,726,726,11,1
North Carolina,37,0,0,885,0
New Jersey,34,23135,23135,349,5
Colorado,08,7373,7373,239,10
Maryland,24,15171,15171,290,52
Nevada,32,0,0,449,0
Tennessee,47,8199,8199,789,40
Hawaii,15,730,730,185,4
Indiana,18,12184,12184,766,41
Kentucky,21,5051,5051,496,25
Minnesota,27,7199,7199,255,36
Oklahoma,40,5896,5896,522,53
Pennsylvania,42,0,0,418,0
South Carolina,45,8779,8779,764,41
District of Columbia,11,0,0,88,0
Kansas,20,2706,2706,216,35
Missouri,29,0,0,1022,0
Vermont,50,0,0,3,0
Virginia,51,10613,10613,995,22
Connecticut,09,11447,11447,68,0
Iowa,19,0,0,271,0
Louisiana,22,0,0,587,0
Ohio,39,14829,14829,592,56
Michigan,26,0,0,501,0
South Dakota,46,1297,1297,161,9
Arkansas,05,4986,4986,439,19
Delaware,10,0,0,53,0
Mississippi,28,5607,5607,621,108
New Mexico,35,3358,3358,71,17
North Dakota,38,730,730,87,7
Wyoming,56,247,247,23,4
Alaska,02,292,292,47,5
Maine,23,440,440,17,1
Alabama,01,16487,16487,802,260
Idaho,16,1718,1718,146,7
Montana,30,576,576,108,6
West Virginia,54,0,0,162,0
