state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,7455,7455,355,24
Illinois,17,0,0,1491,0
California,06,0,0,3160,0
Arizona,04,22019,22019,468,4
Massachusetts,25,12648,12648,418,3
Wisconsin,55,7142,7142,640,47
Texas,48,0,0,3201,0
Nebraska,31,2280,2280,224,1
Utah,49,3757,3757,174,28
Oregon,41,2496,2496,199,0
Florida,12,44103,44103,2122,73
New York,36,89995,89995,543,0
Rhode Island,44,2725,2725,94,0
Georgia,13,28197,28197,1849,18
New Hampshire,33,737,737,16,1
North Carolina,37,0,0,897,0
New Jersey,34,23338,23338,421,11
Colorado,08,7530,7530,246,7
Maryland,24,15428,15428,315,30
Nevada,32,0,0,451,0
Tennessee,47,8619,8619,832,42
Hawaii,15,816,816,148,14
Indiana,18,12654,12654,957,58
Kentucky,21,5208,5208,507,15
Minnesota,27,7546,7546,340,53
Oklahoma,40,6273,6273,579,21
Pennsylvania,42,0,0,481,0
South Carolina,45,9065,9065,753,22
District of Columbia,11,0,0,90,0
Kansas,20,2852,2852,270,36
Missouri,29,0,0,1137,0
Vermont,50,0,0,3,0
Virginia,51,10916,10916,890,27
Connecticut,09,11560,11560,75,0
Iowa,19,0,0,353,0
Louisiana,22,0,0,563,0
Ohio,39,15307,15307,681,91
Michigan,26,0,0,557,0
South Dakota,46,1488,1488,209,15
Arkansas,05,5248,5248,491,13
Delaware,10,0,0,60,0
Mississippi,28,5844,5844,601,237
New Mexico,35,3463,3463,76,20
North Dakota,38,828,828,105,13
Wyoming,56,264,264,22,2
Alaska,02,309,309,43,1
Maine,23,446,446,8,1
Alabama,01,17091,17091,753,239
Idaho,16,1814,1814,135,3
Montana,30,698,698,158,11
West Virginia,54,0,0,168,0
