state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,7018,7018,392,25
Illinois,17,0,0,1619,0
California,06,0,0,4023,0
Arizona,04,21747,21747,577,136
Massachusetts,25,12411,12411,330,10
Wisconsin,55,6263,6263,326,41
Texas,48,0,0,3465,0
Nebraska,31,2119,2119,178,11
Utah,49,3288,3288,170,15
Oregon,41,2222,2222,162,7
Florida,12,41494,41494,2815,215
New York,36,89995,89995,474,0
Rhode Island,44,2620,2620,80,9
Georgia,13,26163,26163,2152,101
New Hampshire,33,720,720,7,1
North Carolina,37,0,0,938,0
New Jersey,34,22918,22918,483,30
Colorado,08,7208,7208,232,22
Maryland,24,14756,14756,369,50
Nevada,32,0,0,476,0
Tennessee,47,7624,7624,965,75
Hawaii,15,610,610,240,6
Indiana,18,11651,11651,809,60
Kentucky,21,4862,4862,549,27
Minnesota,27,6863,6863,253,33
Oklahoma,40,5369,5369,509,51
Pennsylvania,42,0,0,491,0
South Carolina,45,8353,8353,806,58
District of Columbia,11,0,0,95,0
Kansas,20,2537,2537,140,67
Missouri,29,0,0,934,0
Vermont,50,0,0,4,0
Virginia,51,10155,10155,1120,70
Connecticut,09,11357,11357,51,0
Iowa,19,0,0,281,0
Louisiana,22,0,0,723,0
Ohio,39,14236,14236,650,72
Michigan,26,0,0,627,0
South Dakota,46,1138,1138,98,18
Arkansas,05,4678,4678,392,72
Delaware,10,0,0,66,0
Mississippi,28,5410,5410,545,0
New Mexico,35,3247,3247,73,9
North Dakota,38,630,630,64,6
Wyoming,56,227,227,12,3
Alaska,02,270,270,44,0
Maine,23,432,432,10,1
Alabama,01,15527,15527,811,188
Idaho,16,1551,1551,158,15
Montana,30,518,518,142,6
West Virginia,54,0,0,147,0
