state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,6388,6388,498,30
Illinois,17,0,0,1519,0
California,06,0,0,6212,0
Arizona,04,21143,21143,1070,123
Massachusetts,25,12225,12225,379,12
Wisconsin,55,5469,5469,367,39
Texas,48,0,0,5635,0
Nebraska,31,1851,1851,156,16
Utah,49,2853,2853,157,21
Oregon,41,1958,1958,203,29
Florida,12,36070,36070,5067,450
New York,36,89995,89995,518,0
Rhode Island,44,2431,2431,84,12
Georgia,13,22880,22880,2506,216
New Hampshire,33,710,710,11,-2
North Carolina,37,0,0,1023,0
New Jersey,34,22359,22359,433,48
Colorado,08,6797,6797,238,13
Maryland,24,13785,13785,455,41
Nevada,32,0,0,874,0
Tennessee,47,6156,6156,1194,87
Hawaii,15,317,317,187,14
Indiana,18,10145,10145,921,55
Kentucky,21,4349,4349,638,48
Minnesota,27,6019,6019,309,31
Oklahoma,40,4268,4268,564,76
Pennsylvania,42,0,0,548,0
South Carolina,45,7146,7146,1108,0
District of Columbia,11,0,0,78,0
Kansas,20,2090,2090,300,0
Missouri,29,0,0,875,0
Vermont,50,0,0,10,0
Virginia,51,8998,8998,1266,73
Connecticut,09,11087,11087,47,72
Iowa,19,0,0,300,0
Louisiana,22,0,0,1087,0
Ohio,39,12615,12615,860,86
Michigan,26,0,0,646,0
South Dakota,46,940,940,53,5
Arkansas,05,3790,3790,499,47
Delaware,10,0,0,40,0
Mississippi,28,5097,5097,1025,34
New Mexico,35,3009,3009,74,7
North Dakota,38,478,478,45,0
Wyoming,56,202,202,18,5
Alaska,02,218,218,51,4
Maine,23,405,405,7,2
Alabama,01,13330,13330,1105,250
Idaho,16,1200,1200,205,30
Montana,30,357,357,101,9
West Virginia,54,0,0,140,0
