state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,5301,5301,520,25
Illinois,17,0,0,1438,0
California,06,0,0,8820,0
Arizona,04,7627,7627,2758,166
Massachusetts,25,11813,11813,371,28
Wisconsin,55,4368,4368,209,41
Texas,48,0,0,10893,0
Nebraska,31,1548,1548,122,0
Utah,49,2213,2213,232,25
Oregon,41,1474,1474,233,9
Florida,12,24086,24086,9035,511
New York,36,89995,89995,646,0
Rhode Island,44,2146,2146,66,0
Georgia,13,17029,17029,3094,277
New Hampshire,33,686,686,27,5
North Carolina,37,0,0,1168,0
New Jersey,34,21314,21314,831,130
Colorado,08,6261,6261,338,34
Maryland,24,12188,12188,545,69
Nevada,32,0,0,1147,0
Tennessee,47,4196,4196,1414,76
Hawaii,15,156,156,29,1
Indiana,18,8180,8180,824,52
Kentucky,21,3266,3266,595,18
Minnesota,27,4889,4889,287,37
Oklahoma,40,2768,2768,625,81
Pennsylvania,42,0,0,709,0
South Carolina,45,4827,4827,1668,0
District of Columbia,11,0,0,97,0
Kansas,20,1596,1596,315,0
Missouri,29,0,0,1057,0
Vermont,50,0,0,13,0
Virginia,51,7570,7570,1201,55
Connecticut,09,10712,10712,71,0
Iowa,19,0,0,220,0
Louisiana,22,0,0,1600,0
Ohio,39,10145,10145,1054,73
Michigan,26,0,0,751,0
South Dakota,46,798,798,46,2
Arkansas,05,2361,2361,497,0
Delaware,10,0,0,55,0
Mississippi,28,3982,3982,1172,59
New Mexico,35,2542,2542,148,17
North Dakota,38,328,328,39,3
Wyoming,56,158,158,14,3
Alaska,02,132,132,38,6
Maine,23,379,379,11,1
Alabama,01,9157,9157,1499,0
Idaho,16,709,709,204,12
Montana,30,195,195,59,4
West Virginia,54,0,0,80,0
