state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,3652,3652,446,13
Illinois,17,0,0,2550,0
California,06,0,0,4525,0
Arizona,04,3847,3847,1252,70
Massachusetts,25,10393,10393,1442,24
Wisconsin,55,2848,2848,308,16
Texas,48,0,0,1878,0
Nebraska,31,928,928,167,9
Utah,49,900,900,207,10
Oregon,41,819,819,121,0
Florida,12,11215,11215,0,52
New York,36,89995,89995,2427,0
Rhode Island,44,1775,1775,182,0
Georgia,13,8685,8685,783,23
New Hampshire,33,487,487,84,0
North Carolina,37,0,0,696,0
New Jersey,34,18050,18050,1882,27
Colorado,08,4485,4485,322,5
Maryland,24,9546,9546,1003,95
Nevada,32,0,0,348,0
Tennessee,47,1932,1932,561,9
Hawaii,15,83,83,0,0
Indiana,18,6136,6136,913,45
Kentucky,21,2361,2361,495,0
Minnesota,27,3367,3367,450,31
Oklahoma,40,1026,1026,158,0
Pennsylvania,42,0,0,1174,0
South Carolina,45,1814,1814,477,0
District of Columbia,11,0,0,285,0
Kansas,20,917,917,0,0
Missouri,29,0,0,657,0
Vermont,50,0,0,14,0
Virginia,51,5106,5106,1186,52
Connecticut,09,9669,9669,333,0
Iowa,19,0,0,269,0
Louisiana,22,0,0,575,0
Ohio,39,6497,6497,603,37
Michigan,26,0,0,864,0
South Dakota,46,478,478,87,4
Arkansas,05,844,844,145,6
Delaware,10,0,0,103,0
Mississippi,28,2522,2522,585,47
New Mexico,35,1533,1533,177,44
North Dakota,38,183,183,28,1
Wyoming,56,90,90,4,0
Alaska,02,53,53,7,0
Maine,23,298,298,34,2
Alabama,01,2022,2022,518,29
Idaho,16,260,260,30,3
Montana,30,69,69,2,1
West Virginia,54,0,0,28,0
