state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,5476,5476,530,2
Illinois,17,0,0,1452,0
California,06,0,0,8198,0
Arizona,04,11172,11172,2348,1112
Massachusetts,25,11893,11893,367,17
Wisconsin,55,4590,4590,341,51
Texas,48,0,0,9296,0
Nebraska,31,1610,1610,137,4
Utah,49,2346,2346,238,22
Oregon,41,1568,1568,235,31
Florida,12,26386,26386,8395,519
New York,36,89995,89995,586,0
Rhode Island,44,2202,2202,77,7
Georgia,13,18303,18303,3200,339
New Hampshire,33,690,690,22,0
North Carolina,37,0,0,1239,0
New Jersey,34,21565,21565,759,244
Colorado,08,6413,6413,350,15
Maryland,24,12500,12500,585,52
Nevada,32,0,0,1145,0
Tennessee,47,4572,4572,1493,90
Hawaii,15,173,173,61,6
Indiana,18,8667,8667,831,80
Kentucky,21,3304,3304,587,23
Minnesota,27,5112,5112,298,35
Oklahoma,40,3104,3104,647,63
Pennsylvania,42,0,0,756,0
South Carolina,45,5117,5117,1563,0
District of Columbia,11,0,0,87,0
Kansas,20,1700,1700,393,0
Missouri,29,0,0,813,0
Vermont,50,0,0,18,0
Virginia,51,7786,7786,1357,48
Connecticut,09,10807,10807,66,95
Iowa,19,0,0,237,0
Louisiana,22,0,0,1524,0
Ohio,39,10678,10678,1049,125
Michigan,26,0,0,727,0
South Dakota,46,815,815,44,5
Arkansas,05,2747,2747,508,0
Delaware,10,0,0,69,0
Mississippi,28,4213,4213,1245,61
New Mexico,35,2667,2667,156,24
North Dakota,38,356,356,43,5
Wyoming,56,166,166,18,1
Alaska,02,147,147,45,2
Maine,23,386,386,11,1
Alabama,01,10070,10070,1512,177
Idaho,16,808,808,236,25
Montana,30,221,221,69,10
West Virginia,54,0,0,102,0
