state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,0,0,649,0
Illinois,17,0,0,3680,0
California,06,0,0,5236,0
Arizona,04,1037,1037,0,42
Massachusetts,25,2507,2507,2507,72
Wisconsin,55,950,950,445,46
Texas,48,0,0,1514,0
Nebraska,31,0,0,0,0
Utah,49,190,190,0,7
Oregon,41,326,326,146,0
Florida,12,2661,2661,0,174
New York,36,48297,48297,18654,2529
Rhode Island,44,0,0,183,0
Georgia,13,2479,2479,0,128
New Hampshire,33,134,134,0,10
North Carolina,37,0,0,362,0
New Jersey,34,0,0,7618,0
Colorado,08,1376,1376,822,64
Maryland,24,1709,1709,0,296
Nevada,32,0,0,282,0
Tennessee,47,556,556,411,20
Hawaii,15,43,43,0,1
Indiana,18,0,0,0,0
Kentucky,21,459,459,271,0
Minnesota,27,340,340,145,23
Oklahoma,40,446,446,383,18
Pennsylvania,42,0,0,2115,0
South Carolina,45,496,496,0,0
District of Columbia,11,0,0,0,0
Kansas,20,293,293,0,19
Missouri,29,0,0,506,0
Vermont,50,0,0,77,0
Virginia,51,772,772,1252,87
Connecticut,09,0,0,1593,0
Iowa,19,0,0,118,0
Louisiana,22,0,0,2067,0
Ohio,39,1859,1859,0,104
Michigan,26,0,0,3636,0
South Dakota,46,33,33,0,4
Arkansas,05,130,130,86,0
Delaware,10,0,0,190,0
Mississippi,28,528,528,0,46
New Mexico,35,0,0,78,0
North Dakota,38,36,36,10,0
Wyoming,56,37,37,0,0
Alaska,02,32,32,0,2
Maine,23,114,114,0,3
Alabama,01,402,402,343,34
Idaho,16,128,128,61,1
Montana,30,46,46,21,5
West Virginia,54,0,0,85,0
