state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,7733,7733,357,30
Illinois,17,0,0,1812,0
California,06,0,0,3186,0
Arizona,04,20199,20199,706,28
Massachusetts,25,12846,12846,500,16
Wisconsin,55,8199,8199,876,138
Texas,48,0,0,3593,0
Nebraska,31,2481,2481,293,13
Utah,49,4220,4220,261,53
Oregon,41,2727,2727,197,22
Florida,12,46201,46201,2143,196
New York,36,89995,89995,779,0
Rhode Island,44,2902,2902,112,13
Georgia,13,29510,29510,1717,124
New Hampshire,33,747,747,14,0
North Carolina,37,0,0,1065,0
New Jersey,34,23821,23821,666,58
Colorado,08,7855,7855,380,21
Maryland,24,15956,15956,391,58
Nevada,32,0,0,502,0
Tennessee,47,9133,9133,1186,39
Hawaii,15,900,900,111,6
Indiana,18,13648,13648,1187,111
Kentucky,21,6033,6033,679,219
Minnesota,27,8251,8251,471,64
Oklahoma,40,7124,7124,749,102
Pennsylvania,42,0,0,734,0
South Carolina,45,9519,9519,748,44
District of Columbia,11,0,0,99,0
Kansas,20,3185,3185,469,64
Missouri,29,0,0,1303,0
Vermont,50,0,0,0,0
Virginia,51,11447,11447,963,54
Connecticut,09,11845,11845,134,0
Iowa,19,0,0,461,0
Louisiana,22,0,0,582,0
Ohio,39,16301,16301,849,101
Michigan,26,0,0,862,0
South Dakota,46,1782,1782,267,65
Arkansas,05,5805,5805,546,0
Delaware,10,0,0,104,0
Mississippi,28,6053,6053,627,0
New Mexico,35,3678,3678,133,26
North Dakota,38,1037,1037,202,21
Wyoming,56,317,317,54,4
Alaska,02,339,339,51,2
Maine,23,460,460,7,1
Alabama,01,17989,17989,816,0
Idaho,16,1997,1997,191,25
Montana,30,868,868,266,17
West Virginia,54,0,0,164,0
