state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,4030,4030,371,27
Illinois,17,0,0,1631,0
California,06,0,0,4679,0
Arizona,04,4255,4255,1942,3
Massachusetts,25,11085,11085,927,9
Wisconsin,55,3220,3220,243,17
Texas,48,0,0,3409,0
Nebraska,31,1212,1212,140,12
Utah,49,1184,1184,222,23
Oregon,41,946,946,154,0
Florida,12,13325,13325,0,98
New York,36,89995,89995,1142,0
Rhode Island,44,1922,1922,123,0
Georgia,13,9837,9837,960,0
New Hampshire,33,551,551,55,2
North Carolina,37,0,0,845,0
New Jersey,34,19267,19267,1105,0
Colorado,08,5327,5327,256,4
Maryland,24,10544,10544,608,47
Nevada,32,0,0,370,0
Tennessee,47,2291,2291,605,25
Hawaii,15,96,96,0,0
Indiana,18,6788,6788,744,33
Kentucky,21,2522,2522,354,0
Minnesota,27,3797,3797,322,30
Oklahoma,40,1243,1243,197,14
Pennsylvania,42,0,0,735,0
South Carolina,45,2294,2294,692,0
District of Columbia,11,0,0,168,0
Kansas,20,1035,1035,0,0
Missouri,29,0,0,415,0
Vermont,50,0,0,11,0
Virginia,51,5840,5840,863,33
Connecticut,09,10099,10099,149,0
Iowa,19,0,0,170,0
Louisiana,22,0,0,589,0
Ohio,39,7242,7242,496,41
Michigan,26,0,0,557,0
South Dakota,46,608,608,89,10
Arkansas,05,1152,1152,240,52
Delaware,10,0,0,79,0
Mississippi,28,2767,2767,689,0
New Mexico,35,1746,1746,134,6
North Dakota,38,216,216,31,3
Wyoming,56,100,100,8,2
Alaska,02,65,65,15,0
Maine,23,336,336,26,3
Alabama,01,2460,2460,625,17
Idaho,16,283,283,31,4
Montana,30,89,89,15,4
West Virginia,54,0,0,23,0
