state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,0,0,595,0
Illinois,17,0,0,4423,0
California,06,0,0,5031,0
Arizona,04,1258,1258,578,45
Massachusetts,25,3726,3726,3726,89
Wisconsin,55,1121,1121,394,30
Texas,48,0,0,1459,0
Nebraska,31,0,0,0,0
Utah,49,238,238,0,17
Oregon,41,401,401,305,20
Florida,12,3460,3460,0,116
New York,36,59052,59052,17735,2084
Rhode Island,44,331,331,245,0
Georgia,13,3108,3108,0,186
New Hampshire,33,178,178,70,0
North Carolina,37,0,0,452,0
New Jersey,34,0,0,8224,0
Colorado,08,1693,1693,858,57
Maryland,24,2451,2451,0,220
Nevada,32,0,0,0,0
Tennessee,47,691,691,444,28
Hawaii,15,45,45,0,0
Indiana,18,0,0,0,0
Kentucky,21,807,807,412,120
Minnesota,27,475,475,213,30
Oklahoma,40,528,528,236,18
Pennsylvania,42,0,0,2512,0
South Carolina,45,675,675,0,0
District of Columbia,11,0,0,313,0
Kansas,20,359,359,0,17
Missouri,29,0,0,1043,0
Vermont,50,0,0,58,0
Virginia,51,1048,1048,1337,70
Connecticut,09,0,0,1926,0
Iowa,19,0,0,175,0
Louisiana,22,0,0,1914,0
Ohio,39,2331,2331,0,94
Michigan,26,0,0,3809,0
South Dakota,46,55,55,0,4
Arkansas,05,130,130,85,0
Delaware,10,0,0,209,0
Mississippi,28,682,682,0,37
New Mexico,35,230,230,90,15
North Dakota,38,45,45,14,1
Wyoming,56,43,43,19,0
Alaska,02,36,36,0,3
Maine,23,130,130,47,4
Alabama,01,553,553,360,28
Idaho,16,143,143,70,2
Montana,30,52,52,21,1
West Virginia,54,0,0,85,-164
