state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,0,0,403,0
Illinois,17,0,0,4599,0
California,06,0,0,4674,0
Arizona,04,1454,1454,637,67
Massachusetts,25,3872,3872,3872,83
Wisconsin,55,1211,1211,357,21
Texas,48,0,0,1411,0
Nebraska,31,0,0,0,0
Utah,49,268,268,0,9
Oregon,41,456,456,290,7
Florida,12,4010,4010,0,80
New York,36,65969,65969,16103,1419
Rhode Island,44,629,629,297,24
Georgia,13,3550,3550,0,86
New Hampshire,33,198,198,79,6
North Carolina,37,0,0,373,0
New Jersey,34,0,0,6986,0
Colorado,08,1880,1880,861,67
Maryland,24,3014,3014,0,128
Nevada,32,0,0,0,0
Tennessee,47,730,730,505,6
Hawaii,15,52,52,0,1
Indiana,18,0,0,0,0
Kentucky,21,1059,1059,274,0
Minnesota,27,602,602,237,28
Oklahoma,40,541,541,307,0
Pennsylvania,42,0,0,2701,0
South Carolina,45,776,776,0,0
District of Columbia,11,0,0,402,0
Kansas,20,405,405,0,15
Missouri,29,0,0,873,0
Vermont,50,0,0,49,0
Virginia,51,1422,1422,1296,126
Connecticut,09,0,0,1919,0
Iowa,19,0,0,214,0
Louisiana,22,0,0,1794,0
Ohio,39,2653,2653,0,88
Michigan,26,0,0,3374,0
South Dakota,46,87,87,0,13
Arkansas,05,291,291,93,0
Delaware,10,0,0,256,0
Mississippi,28,819,819,548,11
New Mexico,35,291,291,116,17
North Dakota,38,53,53,17,2
Wyoming,56,51,51,19,1
Alaska,02,37,37,46,0
Maine,23,138,138,39,2
Alabama,01,641,641,397,0
Idaho,16,151,151,53,0
Montana,30,57,57,19,2
West Virginia,54,0,0,77,0
