state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,3894,3894,342,38
Illinois,17,0,0,1939,0
California,06,0,0,4462,0
Arizona,04,4209,4209,1506,27
Massachusetts,25,10867,10867,1045,50
Wisconsin,55,3096,3096,275,35
Texas,48,0,0,2518,0
Nebraska,31,1088,1088,160,13
Utah,49,1073,1073,271,32
Oregon,41,899,899,125,24
Florida,12,12489,12489,0,191
New York,36,89995,89995,1538,0
Rhode Island,44,1889,1889,129,7
Georgia,13,9454,9454,875,132
New Hampshire,33,519,519,69,0
North Carolina,37,0,0,829,0
New Jersey,34,18879,18879,1291,124
Colorado,08,5272,5272,290,3
Maryland,24,10262,10262,742,40
Nevada,32,0,0,349,0
Tennessee,47,2146,2146,621,40
Hawaii,15,91,91,0,0
Indiana,18,6481,6481,860,30
Kentucky,21,2436,2436,395,3
Minnesota,27,3658,3658,357,28
Oklahoma,40,1130,1130,172,13
Pennsylvania,42,0,0,800,0
South Carolina,45,2055,2055,571,67
District of Columbia,11,0,0,192,0
Kansas,20,988,988,0,0
Missouri,29,0,0,524,0
Vermont,50,0,0,12,0
Virginia,51,5643,5643,904,55
Connecticut,09,9912,9912,201,0
Iowa,19,0,0,193,0
Louisiana,22,0,0,588,0
Ohio,39,7007,7007,528,59
Michigan,26,0,0,562,0
South Dakota,46,562,562,92,18
Arkansas,05,1026,1026,214,23
Delaware,10,0,0,87,0
Mississippi,28,2728,2728,668,48
New Mexico,35,1698,1698,156,12
North Dakota,38,200,200,26,3
Wyoming,56,96,96,7,3
Alaska,02,61,61,22,1
Maine,23,321,321,30,4
Alabama,01,2315,2315,683,56
Idaho,16,270,270,24,4
Montana,30,79,79,8,1
West Virginia,54,0,0,24,0
