state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,9717,9717,876,64
Illinois,17,0,0,6175,0
California,06,0,0,5745,0
Arizona,04,24181,24181,1916,129
Massachusetts,25,13817,13817,891,0
Wisconsin,55,15734,15734,2076,208
Texas,48,0,0,8245,0
Nebraska,31,3915,3915,987,56
Utah,49,7458,7458,571,108
Oregon,41,3970,3970,458,35
Florida,12,53929,53929,3396,180
New York,36,89995,89995,2443,0
Rhode Island,44,4146,4146,293,100
Georgia,13,34023,34023,2136,126
New Hampshire,33,829,829,116,2
North Carolina,37,0,0,1590,0
New Jersey,34,39993,39993,2552,168
Colorado,08,12424,12424,1703,258
Maryland,24,19434,19434,1229,152
Nevada,32,0,0,1273,0
Tennessee,47,11539,11539,2289,37
Hawaii,15,1234,1234,72,6
Indiana,18,22874,22874,3168,362
Kentucky,21,9411,9411,1514,125
Minnesota,27,14745,14745,1784,283
Oklahoma,40,11184,11184,1505,164
Pennsylvania,42,0,0,3294,0
South Carolina,45,11495,11495,816,40
District of Columbia,11,0,0,122,0
Kansas,20,4682,4682,1048,0
Missouri,29,0,0,2851,0
Vermont,50,0,0,18,0
Virginia,51,14017,14017,1507,103
Connecticut,09,12257,12257,848,0
Iowa,19,0,0,1416,0
Louisiana,22,0,0,972,0
Ohio,39,24218,24218,3987,260
Michigan,26,0,0,3887,0
South Dakota,46,4052,4052,580,59
Arkansas,05,8415,8415,922,62
Delaware,10,0,0,172,0
Mississippi,28,7091,7091,999,0
New Mexico,35,6072,6072,825,61
North Dakota,38,2424,2424,376,34
Wyoming,56,659,659,219,6
Alaska,02,612,612,129,6
Maine,23,636,636,86,8
Alabama,01,23449,23449,1300,0
Idaho,16,3492,3492,404,89
Montana,30,2336,2336,474,84
West Virginia,54,0,0,416,0
