state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,16848,16848,977,206
Illinois,17,0,0,3281,0
California,06,0,0,20408,0
Arizona,04,48604,48604,4580,397
Massachusetts,25,17556,17556,2152,0
Wisconsin,55,23445,23445,808,82
Texas,48,0,0,13564,0
Nebraska,31,5632,5632,433,42
Utah,49,12803,12803,590,74
Oregon,41,7387,7387,387,63
Florida,12,70306,70306,7023,352
New York,36,89995,89995,9055,0
Rhode Island,44,7787,7787,379,67
Georgia,13,47680,47680,5747,369
New Hampshire,33,982,982,240,6
North Carolina,37,0,0,3666,0
New Jersey,34,55191,55191,3395,184
Colorado,08,21041,21041,783,64
Maryland,24,30498,30498,1812,171
Nevada,32,0,0,1640,0
Tennessee,47,16344,16344,2673,111
Hawaii,15,2005,2005,100,9
Indiana,18,39045,39045,2303,188
Kentucky,21,15692,15692,1604,130
Minnesota,27,23676,23676,558,68
Oklahoma,40,20505,20505,1722,210
Pennsylvania,42,0,0,4758,0
South Carolina,45,16869,16869,2345,180
District of Columbia,11,0,0,256,0
Kansas,20,7930,7930,708,0
Missouri,29,0,0,2367,0
Vermont,50,0,0,50,0
Virginia,51,20405,20405,3011,174
Connecticut,09,12257,12257,1069,0
Iowa,19,0,0,474,0
Louisiana,22,0,0,1800,0
Ohio,39,44315,44315,3406,306
Michigan,26,0,0,1907,0
South Dakota,46,6133,6133,185,24
Arkansas,05,13055,13055,1160,73
Delaware,10,0,0,448,0
Mississippi,28,8546,8546,1212,0
New Mexico,35,11340,11340,644,60
North Dakota,38,3732,3732,54,9
Wyoming,56,1248,1248,84,8
Alaska,02,1177,1177,58,7
Maine,23,1294,1294,182,7
Alabama,01,40277,40277,2478,349
Idaho,16,6406,6406,286,36
Montana,30,4049,4049,137,27
West Virginia,54,0,0,638,0
