state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,0,0,586,0
Illinois,17,0,0,4314,0
California,06,0,0,4731,0
Arizona,04,1387,1387,631,46
Massachusetts,25,3789,3789,3789,61
Wisconsin,55,1190,1190,357,14
Texas,48,0,0,1471,0
Nebraska,31,0,0,0,0
Utah,49,259,259,0,8
Oregon,41,449,449,290,22
Florida,12,3930,3930,0,88
New York,36,64550,64550,16213,1447
Rhode Island,44,605,605,298,27
Georgia,13,3464,3464,0,44
New Hampshire,33,192,192,85,2
North Carolina,37,0,0,465,0
New Jersey,34,0,0,7494,0
Colorado,08,1813,1813,874,16
Maryland,24,2886,2886,0,129
Nevada,32,0,0,0,0
Tennessee,47,724,724,393,5
Hawaii,15,51,51,0,3
Indiana,18,0,0,0,0
Kentucky,21,1059,1059,274,51
Minnesota,27,574,574,228,13
Oklahoma,40,541,541,307,0
Pennsylvania,42,0,0,2634,0
South Carolina,45,776,776,0,0
District of Columbia,11,0,0,313,0
Kansas,20,390,390,0,7
Missouri,29,0,0,875,0
Vermont,50,0,0,53,0
Virginia,51,1296,1296,1319,75
Connecticut,09,0,0,1938,0
Iowa,19,0,0,198,0
Louisiana,22,0,0,1748,0
Ohio,39,2565,2565,0,46
Michigan,26,0,0,3403,0
South Dakota,46,74,74,0,6
Arkansas,05,291,291,88,0
Delaware,10,0,0,249,0
Mississippi,28,808,808,0,26
New Mexico,35,274,274,103,16
North Dakota,38,51,51,15,4
Wyoming,56,50,50,19,0
Alaska,02,37,37,37,0
Maine,23,136,136,46,0
Alabama,01,641,641,360,21
Idaho,16,151,151,43,0
Montana,30,55,55,18,0
West Virginia,54,0,0,72,0
