state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,8467,8467,433,84
Illinois,17,0,0,3092,0
California,06,0,0,3148,0
Arizona,04,21424,21424,900,164
Massachusetts,25,13253,13253,571,18
Wisconsin,55,11145,11145,1546,142
Texas,48,0,0,5627,0
Nebraska,31,2977,2977,528,27
Utah,49,5395,5395,338,76
Oregon,41,3170,3170,235,36
Florida,12,49758,49758,2356,178
New York,36,89995,89995,1085,0
Rhode Island,44,3309,3309,152,37
Georgia,13,31606,31606,1701,90
New Hampshire,33,777,777,30,2
North Carolina,37,0,0,1196,0
New Jersey,34,37613,37613,1058,64
Colorado,08,9031,9031,781,88
Maryland,24,17023,17023,513,52
Nevada,32,0,0,594,0
Tennessee,47,10264,10264,1388,56
Hawaii,15,1090,1090,62,9
Indiana,18,16685,16685,1662,216
Kentucky,21,7098,7098,974,29
Minnesota,27,10119,10119,738,128
Oklahoma,40,8778,8778,865,90
Pennsylvania,42,0,0,1253,0
South Carolina,45,10452,10452,777,48
District of Columbia,11,0,0,102,0
Kansas,20,3832,3832,512,80
Missouri,29,0,0,1530,0
Vermont,50,0,0,4,0
Virginia,51,12511,12511,1065,57
Connecticut,09,12257,12257,329,0
Iowa,19,0,0,606,0
Louisiana,22,0,0,612,0
Ohio,39,18969,18969,1629,169
Michigan,26,0,0,1728,0
South Dakota,46,2660,2660,403,58
Arkansas,05,7003,7003,649,36
Delaware,10,0,0,101,0
Mississippi,28,6576,6576,712,0
New Mexico,35,4553,4553,334,61
North Dakota,38,1586,1586,294,39
Wyoming,56,440,440,120,6
Alaska,02,448,448,90,6
Maine,23,486,486,17,3
Alabama,01,20450,20450,1013,204
Idaho,16,2549,2549,286,35
Montana,30,1327,1327,357,15
West Virginia,54,0,0,240,0
