state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,0,0,0,0
Illinois,17,0,0,0,0
California,06,0,0,1855,0
Arizona,04,582,582,0,48
Massachusetts,25,682,682,0,120
Wisconsin,55,398,398,0,61
Texas,48,0,0,196,0
Nebraska,31,0,0,0,0
Utah,49,91,91,0,18
Oregon,41,154,154,132,14
Florida,12,949,949,0,126
New York,36,19929,19929,12226,2844
Rhode Island,44,0,0,60,0
Georgia,13,952,952,0,119
New Hampshire,33,56,56,0,11
North Carolina,37,0,0,204,0
New Jersey,34,0,0,2000,0
Colorado,08,620,620,698,111
Maryland,24,522,522,0,93
Nevada,32,0,0,0,0
Tennessee,47,200,200,486,25
Hawaii,15,13,13,0,1
Indiana,18,0,0,0,0
Kentucky,21,0,0,0,0
Minnesota,27,122,122,54,10
Oklahoma,40,219,219,174,42
Pennsylvania,42,620,620,0,106
South Carolina,45,102,102,0,0
District of Columbia,11,0,0,0,0
Kansas,20,114,114,0,35
Missouri,29,0,0,0,0
Vermont,50,45,45,30,9
Virginia,51,165,165,0,29
Connecticut,09,0,0,766,0
Iowa,19,99,99,63,5
Louisiana,22,0,0,1498,0
Ohio,39,679,679,0,94
Michigan,26,0,0,0,0
South Dakota,46,12,12,0,0
Arkansas,05,90,90,56,90
Delaware,10,0,0,51,0
Mississippi,28,332,332,0,121
New Mexico,35,0,0,31,0
North Dakota,38,23,23,0,2
Wyoming,56,18,18,0,1
Alaska,02,15,15,0,3
Maine,23,63,63,0,6
Alabama,01,0,0,258,0
Idaho,16,46,46,49,1
Montana,30,17,17,0,3
West Virginia,54,1,1,0,0
