state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,4984,4984,524,40
Illinois,17,0,0,1360,0
California,06,0,0,8502,0
Arizona,04,6567,6567,3238,165
Massachusetts,25,11709,11709,499,18
Wisconsin,55,4082,4082,315,51
Texas,48,0,0,10658,0
Nebraska,31,1480,1480,105,27
Utah,49,2014,2014,251,30
Oregon,41,1327,1327,242,16
Florida,12,20969,20969,9144,443
New York,36,89995,89995,743,0
Rhode Island,44,2088,2088,62,0
Georgia,13,14961,14961,2929,314
New Hampshire,33,670,670,24,0
North Carolina,37,0,0,1154,0
New Jersey,34,21064,21064,800,61
Colorado,08,6019,6019,401,25
Maryland,24,11788,11788,448,60
Nevada,32,0,0,1006,0
Tennessee,47,3649,3649,1378,87
Hawaii,15,139,139,39,1
Indiana,18,7861,7861,798,47
Kentucky,21,2875,2875,514,11
Minnesota,27,4602,4602,265,39
Oklahoma,40,2375,2375,547,86
Pennsylvania,42,0,0,699,0
South Carolina,45,4182,4182,1593,0
District of Columbia,11,0,0,88,0
Kansas,20,1453,1453,0,0
Missouri,29,0,0,875,0
Vermont,50,0,0,25,0
Virginia,51,7147,7147,1166,60
Connecticut,09,10654,10654,66,0
Iowa,19,0,0,210,0
Louisiana,22,0,0,1413,0
Ohio,39,9513,9513,1024,68
Michigan,26,0,0,680,0
South Dakota,46,771,771,70,8
Arkansas,05,2135,2135,464,65
Delaware,10,0,0,51,0
Mississippi,28,3727,3727,1076,15
New Mexico,35,2364,2364,160,27
North Dakota,38,295,295,38,5
Wyoming,56,142,142,16,2
Alaska,02,107,107,26,2
Maine,23,375,375,9,0
Alabama,01,7782,7782,1463,198
Idaho,16,570,570,224,16
Montana,30,164,164,46,5
West Virginia,54,0,0,74,0
