state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,13908,13908,1200,291
Illinois,17,0,0,4352,0
California,06,0,0,19771,0
Arizona,04,34977,34977,4226,457
Massachusetts,25,15905,15905,2095,0
Wisconsin,55,20703,20703,1243,56
Texas,48,0,0,10868,0
Nebraska,31,5088,5088,538,24
Utah,49,10406,10406,605,0
Oregon,41,6168,6168,530,46
Florida,12,61922,61922,5457,0
New York,36,89995,89995,6950,0
Rhode Island,44,6131,6131,442,0
Georgia,13,40630,40630,4216,91
New Hampshire,33,894,894,298,0
North Carolina,37,0,0,3043,0
New Jersey,34,46202,46202,3669,164
Colorado,08,17839,17839,1169,46
Maryland,24,25541,25541,1721,469
Nevada,32,0,0,1885,0
Tennessee,47,14044,14044,3092,0
Hawaii,15,1711,1711,64,8
Indiana,18,33664,33664,2918,199
Kentucky,21,12827,12827,1644,0
Minnesota,27,21105,21105,1048,0
Oklahoma,40,15912,15912,1729,0
Pennsylvania,42,0,0,5925,0
South Carolina,45,13776,13776,1766,0
District of Columbia,11,0,0,250,0
Kansas,20,6424,6424,1014,0
Missouri,29,0,0,2862,0
Vermont,50,0,0,23,0
Virginia,51,17450,17450,2478,61
Connecticut,09,12257,12257,1200,0
Iowa,19,0,0,600,0
Louisiana,22,0,0,1633,0
Ohio,39,36345,36345,4494,0
Michigan,26,0,0,3108,0
South Dakota,46,5503,5503,312,0
Arkansas,05,10927,10927,1062,48
Delaware,10,0,0,404,0
Mississippi,28,8039,8039,1377,0
New Mexico,35,9159,9159,774,41
North Dakota,38,3472,3472,122,0
Wyoming,56,1027,1027,146,0
Alaska,02,983,983,105,0
Maine,23,1020,1020,187,5
Alabama,01,31954,31954,2465,0
Idaho,16,5357,5357,433,41
Montana,30,3406,3406,241,0
West Virginia,54,0,0,702,0
