state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,9266,9266,698,88
Illinois,17,0,0,5415,0
California,06,0,0,4212,0
Arizona,04,22937,22937,1470,117
Massachusetts,25,13588,13588,705,0
Wisconsin,55,14226,14226,2034,181
Texas,48,0,0,7151,0
Nebraska,31,3522,3522,918,62
Utah,49,6676,6676,507,85
Oregon,41,3628,3628,356,44
Florida,12,52441,52441,3151,278
New York,36,89995,89995,1788,0
Rhode Island,44,3829,3829,258,73
Georgia,13,33216,33216,2050,127
New Hampshire,33,804,804,68,-7
North Carolina,37,0,0,1425,0
New Jersey,34,38936,38936,2000,70
Colorado,08,11056,11056,1325,195
Maryland,24,18458,18458,921,177
Nevada,32,0,0,1025,0
Tennessee,47,11116,11116,2083,61
Hawaii,15,1194,1194,63,7
Indiana,18,20383,20383,2634,295
Kentucky,21,8783,8783,1378,131
Minnesota,27,12915,12915,1424,271
Oklahoma,40,10271,10271,1247,165
Pennsylvania,42,0,0,2374,0
South Carolina,45,11182,11182,781,35
District of Columbia,11,0,0,113,0
Kansas,20,4327,4327,811,0
Missouri,29,0,0,2447,0
Vermont,50,0,0,21,0
Virginia,51,13480,13480,1312,72
Connecticut,09,12257,12257,659,0
Iowa,19,0,0,1261,0
Louisiana,22,0,0,692,0
Ohio,39,22076,22076,3104,220
Michigan,26,0,0,3241,0
South Dakota,46,3598,3598,549,58
Arkansas,05,7847,7847,799,30
Delaware,10,0,0,132,0
Mississippi,28,6914,6914,778,0
New Mexico,35,5523,5523,480,51
North Dakota,38,2153,2153,425,33
Wyoming,56,580,580,202,15
Alaska,02,543,543,125,1
Maine,23,572,572,67,6
Alabama,01,22275,22275,1120,0
Idaho,16,3102,3102,395,41
Montana,30,2042,2042,435,486
West Virginia,54,0,0,344,0
