state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,4482,4482,398,9
Illinois,17,0,0,1395,0
California,06,0,0,7278,0
Arizona,04,5188,5188,3212,27
Massachusetts,25,11469,11469,603,6
Wisconsin,55,3602,3602,255,16
Texas,48,0,0,8698,0
Nebraska,31,1369,1369,101,1
Utah,49,1604,1604,244,22
Oregon,41,1069,1069,173,0
Florida,12,16352,16352,0,151
New York,36,89995,89995,817,0
Rhode Island,44,2019,2019,61,0
Georgia,13,11919,11919,1962,144
New Hampshire,33,570,570,25,1
North Carolina,37,0,0,982,0
New Jersey,34,20237,20237,861,0
Colorado,08,5591,5591,327,26
Maryland,24,11096,11096,403,25
Nevada,32,0,0,748,0
Tennessee,47,2897,2897,940,26
Hawaii,15,118,118,0,0
Indiana,18,7285,7285,613,31
Kentucky,21,2699,2699,433,14
Minnesota,27,4219,4219,258,49
Oklahoma,40,1689,1689,391,4
Pennsylvania,42,0,0,598,0
South Carolina,45,2882,2882,1260,0
District of Columbia,11,0,0,88,0
Kansas,20,1235,1235,0,16
Missouri,29,0,0,740,0
Vermont,50,0,0,24,0
Virginia,51,6435,6435,783,17
Connecticut,09,10411,10411,69,0
Iowa,19,0,0,151,0
Louisiana,22,0,0,964,0
Ohio,39,8249,8249,837,77
Michigan,26,0,0,505,0
South Dakota,46,692,692,59,1
Arkansas,05,1575,1575,337,39
Delaware,10,0,0,54,0
Mississippi,28,3280,3280,825,12
New Mexico,35,2033,2033,129,27
North Dakota,38,245,245,22,3
Wyoming,56,119,119,9,0
Alaska,02,78,78,19,3
Maine,23,359,359,21,0
Alabama,01,2914,2914,1025,5
Idaho,16,369,369,85,10
Montana,30,112,112,20,0
West Virginia,54,0,0,41,0
