state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,11996,11996,1177,155
Illinois,17,0,0,5138,0
California,06,0,0,12477,0
Arizona,04,29335,29335,3408,455
Massachusetts,25,14823,14823,1607,426
Wisconsin,55,18875,18875,1484,160
Texas,48,0,0,9045,0
Nebraska,31,4699,4699,781,35
Utah,49,9187,9187,568,82
Oregon,41,5240,5240,642,176
Florida,12,58226,58226,4553,269
New York,36,89995,89995,5164,0
Rhode Island,44,5288,5288,466,72
Georgia,13,37017,37017,3088,277
New Hampshire,33,852,852,248,1
North Carolina,37,0,0,2444,0
New Jersey,34,43259,43259,3545,184
Colorado,08,15656,15656,1659,136
Maryland,24,22833,22833,1720,211
Nevada,32,0,0,1824,0
Tennessee,47,12952,12952,2851,90
Hawaii,15,1344,1344,51,11
Indiana,18,29743,29743,3221,331
Kentucky,21,11058,11058,1756,72
Minnesota,27,19029,19029,1542,220
Oklahoma,40,13782,13782,1709,146
Pennsylvania,42,0,0,5877,0
South Carolina,45,12618,12618,1232,91
District of Columbia,11,0,0,217,0
Kansas,20,5654,5654,1109,0
Missouri,29,0,0,2641,0
Vermont,50,0,0,23,0
Virginia,51,15723,15723,2051,131
Connecticut,09,12257,12257,1214,0
Iowa,19,0,0,863,0
Louisiana,22,0,0,1529,0
Ohio,39,31142,31142,5110,452
Michigan,26,0,0,3893,0
South Dakota,46,5025,5025,491,51
Arkansas,05,9709,9709,1005,34
Delaware,10,0,0,349,0
Mississippi,28,7703,7703,1286,0
New Mexico,35,7636,7636,916,39
North Dakota,38,2984,2984,302,0
Wyoming,56,929,929,206,9
Alaska,02,860,860,164,13
Maine,23,834,834,172,15
Alabama,01,27618,27618,2170,0
Idaho,16,4605,4605,455,66
Montana,30,3003,3003,488,40
West Virginia,54,0,0,679,0
