state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,8735,8735,476,60
Illinois,17,0,0,3891,0
California,06,0,0,3462,0
Arizona,04,21831,21831,1100,45
Massachusetts,25,13373,13373,498,74
Wisconsin,55,12310,12310,1774,223
Texas,48,0,0,5954,0
Nebraska,31,3148,3148,698,26
Utah,49,5830,5830,409,75
Oregon,41,3312,3312,237,34
Florida,12,50670,50670,2523,191
New York,36,89995,89995,1277,0
Rhode Island,44,3472,3472,182,40
Georgia,13,32217,32217,1780,175
New Hampshire,33,788,788,44,1
North Carolina,37,0,0,1193,0
New Jersey,34,38055,38055,1224,97
Colorado,08,9714,9714,1016,96
Maryland,24,17435,17435,588,72
Nevada,32,0,0,740,0
Tennessee,47,10546,10546,1701,62
Hawaii,15,1125,1125,57,1
Indiana,18,17798,17798,1948,185
Kentucky,21,7581,7581,1102,134
Minnesota,27,11016,11016,931,167
Oklahoma,40,9338,9338,1055,119
Pennsylvania,42,0,0,1599,0
South Carolina,45,10726,10726,755,70
District of Columbia,11,0,0,83,0
Kansas,20,3984,3984,567,0
Missouri,29,0,0,1774,0
Vermont,50,0,0,7,0
Virginia,51,12865,12865,1064,68
Connecticut,09,12257,12257,380,0
Iowa,19,0,0,839,0
Louisiana,22,0,0,636,0
Ohio,39,20015,20015,2075,214
Michigan,26,0,0,2280,0
South Dakota,46,2955,2955,475,82
Arkansas,05,7326,7326,633,53
Delaware,10,0,0,113,0
Mississippi,28,6728,6728,640,0
New Mexico,35,4969,4969,400,73
North Dakota,38,1776,1776,366,38
Wyoming,56,492,492,134,11
Alaska,02,482,482,104,6
Maine,23,510,510,38,3
Alabama,01,21027,21027,994,0
Idaho,16,2730,2730,296,39
Montana,30,1421,1421,414,19
West Virginia,54,0,0,281,0
