state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,5896,5896,531,6
Illinois,17,0,0,1488,0
California,06,0,0,6849,0
Arizona,04,19268,19268,1626,24
Massachusetts,25,12054,12054,375,10
Wisconsin,55,5000,5000,352,20
Texas,48,0,0,7437,0
Nebraska,31,1715,1715,147,11
Utah,49,2620,2620,224,16
Oregon,41,1758,1758,204,0
Florida,12,30893,30893,6848,254
New York,36,89995,89995,548,0
Rhode Island,44,2311,2311,93,17
Georgia,13,20628,20628,2865,72
New Hampshire,33,701,701,23,1
North Carolina,37,0,0,1109,0
New Jersey,34,21992,21992,483,43
Colorado,08,6616,6616,319,14
Maryland,24,13177,13177,525,72
Nevada,32,0,0,976,0
Tennessee,47,5304,5304,1290,42
Hawaii,15,237,237,105,6
Indiana,18,9354,9354,960,0
Kentucky,21,4002,4002,653,0
Minnesota,27,5555,5555,312,49
Oklahoma,40,3605,3605,594,11
Pennsylvania,42,0,0,600,0
South Carolina,45,6153,6153,1378,0
District of Columbia,11,0,0,77,0
Kansas,20,1875,1875,333,0
Missouri,29,0,0,895,0
Vermont,50,0,0,6,0
Virginia,51,8369,8369,1200,37
Connecticut,09,10920,10920,65,0
Iowa,19,0,0,221,0
Louisiana,22,0,0,1383,0
Ohio,39,11565,11565,952,49
Michigan,26,0,0,694,0
South Dakota,46,876,876,55,5
Arkansas,05,3284,3284,497,61
Delaware,10,0,0,36,0
Mississippi,28,4606,4606,1151,0
New Mexico,35,2851,2851,121,13
North Dakota,38,415,415,47,1
Wyoming,56,177,177,17,0
Alaska,02,176,176,40,4
Maine,23,393,393,9,0
Alabama,01,11537,11537,1449,0
Idaho,16,988,988,201,20
Montana,30,272,272,83,4
West Virginia,54,0,0,124,0
