state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,8571,8571,470,49
Illinois,17,0,0,3294,0
California,06,0,0,3193,0
Arizona,04,21558,21558,875,66
Massachusetts,25,13299,13299,613,13
Wisconsin,55,11497,11497,1512,123
Texas,48,0,0,5691,0
Nebraska,31,3042,3042,612,9
Utah,49,5526,5526,355,63
Oregon,41,3204,3204,211,0
Florida,12,49981,49981,2370,67
New York,36,89995,89995,1125,0
Rhode Island,44,3385,3385,170,27
Georgia,13,31720,31720,1720,21
New Hampshire,33,780,780,38,1
North Carolina,37,0,0,1122,0
New Jersey,34,37721,37721,1104,33
Colorado,08,9089,9089,788,25
Maryland,24,17178,17178,523,85
Nevada,32,0,0,585,0
Tennessee,47,10307,10307,1437,1
Hawaii,15,1105,1105,58,8
Indiana,18,17023,17023,1732,176
Kentucky,21,7210,7210,964,0
Minnesota,27,10334,10334,738,64
Oklahoma,40,8911,8911,852,22
Pennsylvania,42,0,0,1267,0
South Carolina,45,10514,10514,773,14
District of Columbia,11,0,0,101,0
Kansas,20,3832,3832,512,0
Missouri,29,0,0,1649,0
Vermont,50,0,0,4,0
Virginia,51,12647,12647,1012,43
Connecticut,09,12257,12257,329,0
Iowa,19,0,0,718,0
Louisiana,22,0,0,598,0
Ohio,39,19220,19220,1687,88
Michigan,26,0,0,1728,0
South Dakota,46,2721,2721,421,38
Arkansas,05,7055,7055,639,17
Delaware,10,0,0,102,0
Mississippi,28,6576,6576,673,0
New Mexico,35,4673,4673,365,56
North Dakota,38,1634,1634,278,16
Wyoming,56,442,442,117,3
Alaska,02,462,462,98,7
Maine,23,488,488,17,2
Alabama,01,20450,20450,967,0
Idaho,16,2594,2594,263,22
Montana,30,1357,1357,376,7
West Virginia,54,0,0,240,0
