state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,9622,9622,748,49
Illinois,17,0,0,6037,0
California,06,0,0,5319,0
Arizona,04,23871,23871,1796,398
Massachusetts,25,13817,13817,917,229
Wisconsin,55,15336,15336,2104,236
Texas,48,0,0,7982,0
Nebraska,31,3726,3726,961,0
Utah,49,7215,7215,553,108
Oregon,41,3888,3888,484,83
Florida,12,53519,53519,3380,236
New York,36,89995,89995,2276,0
Rhode Island,44,4013,4013,298,60
Georgia,13,33778,33778,2142,111
New Hampshire,33,826,826,98,4
North Carolina,37,0,0,1538,0
New Jersey,34,39648,39648,2471,400
Colorado,08,11980,11980,1593,178
Maryland,24,19134,19134,1192,175
Nevada,32,0,0,1288,0
Tennessee,47,11422,11422,2236,80
Hawaii,15,1219,1219,77,9
Indiana,18,22160,22160,3063,423
Kentucky,21,9163,9163,1550,111
Minnesota,27,14171,14171,1751,279
Oklahoma,40,10836,10836,1381,149
Pennsylvania,42,0,0,2952,0
South Carolina,45,11402,11402,815,53
District of Columbia,11,0,0,127,0
Kansas,20,4561,4561,1039,0
Missouri,29,0,0,2588,0
Vermont,50,0,0,18,0
Virginia,51,13815,13815,1569,108
Connecticut,09,12257,12257,840,0
Iowa,19,0,0,1516,0
Louisiana,22,0,0,929,0
Ohio,39,23560,23560,3829,343
Michigan,26,0,0,3824,0
South Dakota,46,3922,3922,578,58
Arkansas,05,8268,8268,891,129
Delaware,10,0,0,165,0
Mississippi,28,7091,7091,926,0
New Mexico,35,5965,5965,774,90
North Dakota,38,2338,2338,387,31
Wyoming,56,629,629,209,20
Alaska,02,593,593,139,9
Maine,23,613,613,88,13
Alabama,01,23295,23295,1315,207
Idaho,16,3312,3312,389,58
Montana,30,2221,2221,482,19
West Virginia,54,0,0,415,0
