state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,11544,11544,1099,69
Illinois,17,0,0,5190,0
California,06,0,0,10998,0
Arizona,04,28273,28273,3059,25
Massachusetts,25,14397,14397,1516,0
Wisconsin,55,18286,18286,1566,70
Texas,48,0,0,8790,0
Nebraska,31,4562,4562,768,15
Utah,49,8896,8896,592,74
Oregon,41,4859,4859,596,0
Florida,12,57340,57340,4495,155
New York,36,89995,89995,4602,0
Rhode Island,44,5039,5039,422,0
Georgia,13,36270,36270,2923,231
New Hampshire,33,849,849,185,0
North Carolina,37,0,0,2240,0
New Jersey,34,42560,42560,3346,104
Colorado,08,14904,14904,1779,36
Maryland,24,22259,22259,1561,164
Nevada,32,0,0,1767,0
Tennessee,47,12638,12638,2755,45
Hawaii,15,1325,1325,57,0
Indiana,18,28643,28643,3214,276
Kentucky,21,10736,10736,1700,58
Minnesota,27,18358,18358,1567,125
Oklahoma,40,13373,13373,1721,254
Pennsylvania,42,0,0,5421,0
South Carolina,45,12415,12415,1025,35
District of Columbia,11,0,0,176,0
Kansas,20,5509,5509,623,92
Missouri,29,0,0,2550,0
Vermont,50,0,0,31,0
Virginia,51,15356,15356,1885,61
Connecticut,09,12257,12257,1183,0
Iowa,19,0,0,898,0
Louisiana,22,0,0,1423,0
Ohio,39,29569,29569,5121,336
Michigan,26,0,0,4122,0
South Dakota,46,4872,4872,503,37
Arkansas,05,9445,9445,1053,44
Delaware,10,0,0,322,0
Mississippi,28,7703,7703,1188,217
New Mexico,35,7407,7407,935,86
North Dakota,38,2896,2896,304,16
Wyoming,56,901,901,206,49
Alaska,02,805,805,166,6
Maine,23,781,781,170,13
Alabama,01,27044,27044,2079,713
Idaho,16,4388,4388,477,16
Montana,30,2875,2875,492,39
West Virginia,54,0,0,610,0
