state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,7622,7622,347,-6
Illinois,17,0,0,1673,0
California,06,0,0,3175,0
Arizona,04,19987,19987,665,-2316
Massachusetts,25,12775,12775,494,20
Wisconsin,55,7810,7810,853,108
Texas,48,0,0,3394,0
Nebraska,31,2407,2407,271,10
Utah,49,4058,4058,245,39
Oregon,41,2657,2657,184,39
Florida,12,45519,45519,2151,237
New York,36,89995,89995,705,0
Rhode Island,44,2849,2849,93,14
Georgia,13,29154,29154,1779,167
New Hampshire,33,743,743,20,0
North Carolina,37,0,0,1013,0
New Jersey,34,23577,23577,553,0
Colorado,08,7721,7721,343,28
Maryland,24,15791,15791,360,46
Nevada,32,0,0,485,0
Tennessee,47,8976,8976,1115,53
Hawaii,15,889,889,128,0
Indiana,18,13324,13324,1138,85
Kentucky,21,5622,5622,592,65
Minnesota,27,8020,8020,367,80
Oklahoma,40,6816,6816,699,142
Pennsylvania,42,0,0,633,0
South Carolina,45,9331,9331,655,48
District of Columbia,11,0,0,105,0
Kansas,20,3036,3036,352,0
Missouri,29,0,0,1249,0
Vermont,50,0,0,1,0
Virginia,51,11316,11316,926,57
Connecticut,09,11699,11699,129,0
Iowa,19,0,0,413,0
Louisiana,22,0,0,567,0
Ohio,39,15972,15972,777,132
Michigan,26,0,0,678,0
South Dakota,46,1670,1670,250,28
Arkansas,05,5658,5658,523,72
Delaware,10,0,0,87,0
Mississippi,28,6053,6053,554,0
New Mexico,35,3609,3609,110,28
North Dakota,38,968,968,116,29
Wyoming,56,304,304,44,10
Alaska,02,328,328,45,3
Maine,23,457,457,7,3
Alabama,01,17699,17699,764,0
Idaho,16,1911,1911,151,8
Montana,30,773,773,216,19
West Virginia,54,0,0,168,0
