state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,7412,7412,383,55
Illinois,17,0,0,1597,0
California,06,0,0,3203,0
Arizona,04,22005,22005,509,33
Massachusetts,25,12637,12637,354,18
Wisconsin,55,7041,7041,574,79
Texas,48,0,0,3209,0
Nebraska,31,2276,2276,225,17
Utah,49,3702,3702,191,34
Oregon,41,2496,2496,199,28
Florida,12,43964,43964,2099,171
New York,36,89995,89995,527,0
Rhode Island,44,2725,2725,94,0
Georgia,13,28153,28153,1831,118
New Hampshire,33,734,734,18,2
North Carolina,37,0,0,914,0
New Jersey,34,23324,23324,426,39
Colorado,08,7520,7520,248,41
Maryland,24,15382,15382,347,54
Nevada,32,0,0,442,0
Tennessee,47,8528,8528,855,51
Hawaii,15,787,787,150,8
Indiana,18,12521,12521,910,58
Kentucky,21,5193,5193,538,46
Minnesota,27,7443,7443,340,52
Oklahoma,40,6252,6252,579,60
Pennsylvania,42,0,0,444,0
South Carolina,45,9028,9028,727,34
District of Columbia,11,0,0,101,0
Kansas,20,2816,2816,343,0
Missouri,29,0,0,1101,0
Vermont,50,0,0,1,0
Virginia,51,10863,10863,924,57
Connecticut,09,11560,11560,76,0
Iowa,19,0,0,334,0
Louisiana,22,0,0,570,0
Ohio,39,15185,15185,625,58
Michigan,26,0,0,558,0
South Dakota,46,1434,1434,213,34
Arkansas,05,5202,5202,447,0
Delaware,10,0,0,57,0
Mississippi,28,5607,5607,601,0
New Mexico,35,3435,3435,72,15
North Dakota,38,809,809,104,20
Wyoming,56,258,258,22,2
Alaska,02,304,304,43,2
Maine,23,443,443,8,1
Alabama,01,16852,16852,709,0
Idaho,16,1795,1795,135,29
Montana,30,684,684,147,9
West Virginia,54,0,0,174,0
