state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,0,0,390,0
Illinois,17,0,0,4832,0
California,06,0,0,4681,0
Arizona,04,2244,2244,754,52
Massachusetts,25,7080,7080,3564,249
Wisconsin,55,1694,1694,298,31
Texas,48,0,0,1812,0
Nebraska,31,0,0,0,0
Utah,49,464,464,0,8
Oregon,41,622,622,219,14
Florida,12,6776,6776,0,230
New York,36,81570,81570,9179,652
Rhode Island,44,1123,1123,324,31
Georgia,13,5765,5765,1339,131
New Hampshire,33,295,295,115,9
North Carolina,37,0,0,516,0
New Jersey,34,0,0,5221,0
Colorado,08,2986,2986,798,67
Maryland,24,5497,5497,1707,160
Nevada,32,0,0,0,0
Tennessee,47,1221,1221,557,65
Hawaii,15,73,73,0,0
Indiana,18,0,0,1558,0
Kentucky,21,1603,1603,347,74
Minnesota,27,1405,1405,443,55
Oklahoma,40,773,773,230,0
Pennsylvania,42,0,0,2545,0
South Carolina,45,1152,1152,0,42
District of Columbia,11,0,0,447,0
Kansas,20,571,571,0,5
Missouri,29,0,0,953,0
Vermont,50,0,0,26,0
Virginia,51,2773,2773,1496,73
Connecticut,09,7758,7758,1445,0
Iowa,19,0,0,414,0
Louisiana,22,0,0,1465,0
Ohio,39,4052,4052,1045,96
Michigan,26,0,0,1818,0
South Dakota,46,230,230,72,10
Arkansas,05,453,453,69,0
Delaware,10,0,0,299,0
Mississippi,28,1392,1392,618,40
New Mexico,35,687,687,193,0
North Dakota,38,97,97,32,2
Wyoming,56,60,60,11,0
Alaska,02,41,41,8,1
Maine,23,191,191,37,4
Alabama,01,1158,1158,485,51
Idaho,16,203,203,21,2
Montana,30,62,62,6,0
West Virginia,54,0,0,76,0
