state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,10242,10242,1002,0
Illinois,17,0,0,5829,0
California,06,0,0,7388,0
Arizona,04,25296,25296,2301,133
Massachusetts,25,14139,14139,986,322
Wisconsin,55,16715,16715,1727,57
Texas,48,0,0,8518,0
Nebraska,31,4192,4192,931,10
Utah,49,7948,7948,586,163
Oregon,41,4262,4262,532,0
Florida,12,55149,55149,3748,336
New York,36,89995,89995,3103,0
Rhode Island,44,4408,4408,319,0
Georgia,13,34605,34605,2295,18
New Hampshire,33,836,836,131,3
North Carolina,37,0,0,1780,0
New Jersey,34,40982,40982,2796,152
Colorado,08,13287,13287,1797,39
Maryland,24,20512,20512,1435,232
Nevada,32,0,0,1440,0
Tennessee,47,11974,11974,2400,24
Hawaii,15,1269,1269,60,0
Indiana,18,24940,24940,3287,366
Kentucky,21,9907,9907,1714,151
Minnesota,27,16043,16043,1785,277
Oklahoma,40,11898,11898,1653,190
Pennsylvania,42,0,0,4114,0
South Carolina,45,11794,11794,884,57
District of Columbia,11,0,0,149,0
Kansas,20,5018,5018,802,97
Missouri,29,0,0,2743,0
Vermont,50,0,0,21,0
Virginia,51,14451,14451,1593,34
Connecticut,09,12257,12257,1017,0
Iowa,19,0,0,1226,0
Louisiana,22,0,0,1074,0
Ohio,39,25960,25960,4535,474
Michigan,26,0,0,4097,0
South Dakota,46,4353,4353,569,110
Arkansas,05,8779,8779,1011,68
Delaware,10,0,0,187,0
Mississippi,28,7294,7294,1039,0
New Mexico,35,6542,6542,874,48
North Dakota,38,2620,2620,347,12
Wyoming,56,720,720,224,0
Alaska,02,691,691,159,3
Maine,23,687,687,119,0
Alabama,01,24451,24451,1526,50
Idaho,16,3817,3817,453,0
Montana,30,2526,2526,452,-8
West Virginia,54,0,0,528,0
