state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,11273,11273,1099,78
Illinois,17,0,0,5331,0
California,06,0,0,10273,0
Arizona,04,28006,28006,2931,268
Massachusetts,25,14397,14397,1428,0
Wisconsin,55,18126,18126,1660,183
Texas,48,0,0,8916,0
Nebraska,31,4506,4506,819,27
Utah,49,8765,8765,611,113
Oregon,41,4859,4859,596,56
Florida,12,57040,57040,4339,231
New York,36,89995,89995,4318,0
Rhode Island,44,4984,4984,410,141
Georgia,13,36001,36001,2753,218
New Hampshire,33,847,847,146,3
North Carolina,37,0,0,2171,0
New Jersey,34,42361,42361,3264,198
Colorado,08,14844,14844,1812,82
Maryland,24,21912,21912,1598,156
Nevada,32,0,0,1789,0
Tennessee,47,12558,12558,2715,70
Hawaii,15,1325,1325,57,10
Indiana,18,28016,28016,3255,344
Kentucky,21,10678,10678,1731,118
Minnesota,27,18059,18059,1679,231
Oklahoma,40,13128,13128,1721,179
Pennsylvania,42,0,0,5272,0
South Carolina,45,12305,12305,1029,82
District of Columbia,11,0,0,193,0
Kansas,20,5417,5417,1143,0
Missouri,29,0,0,2735,0
Vermont,50,0,0,25,0
Virginia,51,15255,15255,1852,139
Connecticut,09,12257,12257,1150,0
Iowa,19,0,0,960,0
Louisiana,22,0,0,1357,0
Ohio,39,28959,28959,4978,286
Michigan,26,0,0,4141,0
South Dakota,46,4793,4793,512,45
Arkansas,05,9380,9380,1056,51
Delaware,10,0,0,306,0
Mississippi,28,7486,7486,1157,0
New Mexico,35,7267,7267,925,83
North Dakota,38,2868,2868,298,26
Wyoming,56,843,843,222,5
Alaska,02,799,799,166,5
Maine,23,760,760,164,9
Alabama,01,26331,26331,1867,0
Idaho,16,4342,4342,477,71
Montana,30,2815,2815,466,5
West Virginia,54,0,0,641,0
