state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,13391,13391,1175,0
Illinois,17,0,0,4460,0
California,06,0,0,18359,0
Arizona,04,33195,33195,3925,158
Massachusetts,25,15372,15372,1991,0
Wisconsin,55,20168,20168,1308,48
Texas,48,0,0,10009,0
Nebraska,31,4992,4992,582,15
Utah,49,10102,10102,584,63
Oregon,41,5837,5837,602,0
Florida,12,60953,60953,5512,162
New York,36,89995,89995,6331,0
Rhode Island,44,5986,5986,429,164
Georgia,13,39502,39502,3960,90
New Hampshire,33,889,889,278,0
North Carolina,37,0,0,2817,0
New Jersey,34,45284,45284,3607,102
Colorado,08,17228,17228,1386,57
Maryland,24,24758,24758,1676,135
Nevada,32,0,0,1996,0
Tennessee,47,13796,13796,2995,51
Hawaii,15,1679,1679,49,24
Indiana,18,32710,32710,2967,214
Kentucky,21,12515,12515,1580,32
Minnesota,27,20629,20629,1040,82
Oklahoma,40,15358,15358,1704,49
Pennsylvania,42,0,0,6090,0
South Carolina,45,13466,13466,1523,22
District of Columbia,11,0,0,238,0
Kansas,20,6267,6267,630,92
Missouri,29,0,0,2729,0
Vermont,50,0,0,27,0
Virginia,51,16948,16948,2442,70
Connecticut,09,12257,12257,1143,0
Iowa,19,0,0,644,0
Louisiana,22,0,0,1590,0
Ohio,39,35048,35048,4758,301
Michigan,26,0,0,3179,0
South Dakota,46,5429,5429,344,18
Arkansas,05,10570,10570,1078,68
Delaware,10,0,0,419,0
Mississippi,28,8039,8039,1307,138
New Mexico,35,8846,8846,796,113
North Dakota,38,3400,3400,158,6
Wyoming,56,1018,1018,162,11
Alaska,02,937,937,123,2
Maine,23,980,980,170,1
Alabama,01,30994,30994,2526,770
Idaho,16,5155,5155,467,34
Montana,30,3280,3280,253,19
West Virginia,54,0,0,695,0
