state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,19319,19319,498,0
Illinois,17,0,0,1288,0
California,06,0,0,5409,0
Arizona,04,57589,57589,1241,-10
Massachusetts,25,19444,19444,788,0
Wisconsin,55,26158,26158,287,31
Texas,48,0,0,5611,0
Nebraska,31,6106,6106,158,4
Utah,49,14724,14724,238,29
Oregon,41,8570,8570,177,0
Florida,12,80659,80659,3686,87
New York,36,89995,89995,5307,0
Rhode Island,44,8947,8947,162,47
Georgia,13,56089,56089,2348,50
New Hampshire,33,1118,1118,90,0
North Carolina,37,0,0,1319,0
New Jersey,34,63777,63777,1865,64
Colorado,08,23550,23550,427,74
Maryland,24,35069,35069,904,69
Nevada,32,0,0,464,0
Tennessee,47,18620,18620,1009,15
Hawaii,15,2214,2214,31,0
Indiana,18,42815,42815,763,40
Kentucky,21,19143,19143,719,42
Minnesota,27,25727,25727,230,8
Oklahoma,40,23995,23995,484,10
Pennsylvania,42,0,0,1715,0
South Carolina,45,20406,20406,725,19
District of Columbia,11,0,0,168,0
Kansas,20,9290,9290,165,41
Missouri,29,0,0,1066,0
Vermont,50,0,0,29,0
Virginia,51,24158,24158,1321,43
Connecticut,09,12257,12257,417,0
Iowa,19,0,0,197,0
Louisiana,22,0,0,629,0
Ohio,39,50382,50382,1181,103
Michigan,26,0,0,893,0
South Dakota,46,6632,6632,92,6
Arkansas,05,14763,14763,441,0
Delaware,10,0,0,151,0
Mississippi,28,9012,9012,455,0
New Mexico,35,13127,13127,186,19
North Dakota,38,3871,3871,25,4
Wyoming,56,1384,1384,28,2
Alaska,02,1279,1279,25,2
Maine,23,1529,1529,62,2
Alabama,01,45648,45648,651,220
Idaho,16,7076,7076,162,0
Montana,30,4584,4584,68,3
West Virginia,54,0,0,225,0
